SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,MECHANICS,HEALTH,INPLAYTEXT,DURABILITY,ATTACK,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Blackrock Mountain,Zejście,,<b>Moc specjalna</b>Przyzwij Gytha. Otrzymujesz nową moc specjalną.,,4,Hero Power,BRMA09_5,,,,,,,,,,,,,
Blackrock Mountain,Zejście,,<b>Moc specjalna</b>Przyzwij Gytha. Otrzymujesz nową moc specjalną.,,4,Hero Power,BRMA09_5H,,,,,,,,,,,,,
Blackrock Mountain,Zemsta,,Zadaj $1 pkt. obrażeń wszystkim stronnikom. Jeśli masz 12 pkt. zdrowia lub mniej zamiast tego zadaj $3 pkt. obrażeń.,Rare,2,Spell,BRM_015,,,,,,Warrior,True,Ben Olson,Jest słodka i ponoć najlepiej smakuje na zimno.,,,Aby odblokować pokonaj Brzytworoga w Leżu Czarnoskrzydłego.,Można wykonać po pokonaniu Brzytworogaw Leżu Czarnoskrzydłego.
Blackrock Mountain,Zielone Piętno,,Gdy masz tę kartę w ręce przywracasz 2 pkt. zdrowia przeciwnikowi na początku twojej tury.,,1,Spell,BRMA12_4,,,,,,,,,,,,,
Blackrock Mountain,Zielone Piętno,,Gdy masz tę kartę w ręce przywracasz 6 pkt. zdrowia przeciwnikowi na początku twojej tury.,,3,Spell,BRMA12_4H,,,,,,,,,,,,,
Blackrock Mountain,Żywa bomba,,W turze Geddona zadaj 10 pkt. obrażeń wszystkim twoim postaciom.,,,Enchantment,BRMA05_3He,,,,,,,,,,,,,
Blackrock Mountain,Żywa bomba,,Wybierz wrogiego stronnika. Jeśli przeżyje do twojej następnej tury zadaj $10 pkt. obrażeń wszystkim wrogom.,,3,Spell,BRMA05_3H,,,,,,,,,,,,,
Blackrock Mountain,Żywa bomba,,W turze Geddona zadaj zadaj 5 pkt. obrażeń wszystkim twoim postaciom.,,,Enchantment,BRMA05_3e,,,,,,,,,,,,,
Blackrock Mountain,Żywa bomba,,Wybierz wrogiego stronnika. Jeśli przeżyje do twojej następnej tury zadaj $5 pkt. obrażeń wszystkim wrogom.,,4,Spell,BRMA05_3,,,,,,,,,,,,,
Blackrock Mountain,Żywa lawa,,<b>Prowokacja</b>,,0,Minion,BRMA13_6,Taunt,6,,,6,,,,,,,,
Basic,Anduin Wrynn,Neutral,,Free,,Hero,HERO_09,,30,,,,Priest,True,,,,,,
Basic,Arcymag,Alliance,<b>Obrażenia zaklęć +1</b>,Common,6,Minion,CS2_155,Spellpower,7,,,4,,True,Steve Ellis,Arcymagowie mają w Dalaranie specjalną salę. Nikt nie wie co się tam dzieje ale na pewno nie imprezują mimo że zawsze wynosi się stamtąd mnóstwo butelek.,,,,Odblokowane na 57 poziomie maga.
Basic,Arkanitowy Rozpruwacz,Neutral,,Common,5,Weapon,CS2_112,,,,2,5,Warrior,True,Stefan Kopinski,Rozpruwaj waść... wstydu oszczędź.,,,Odblokowane na poziomie 10.,Odblokowane na poziomie 51.
Basic,Awatar monety,,<i>Straciłeś monetę ale zyskałeś przyjaciela.</i>,Free,0,Minion,GAME_002,,1,,,1,,,,,,,,
Basic,Bagienny raptor,Horde,,Free,2,Minion,CS2_172,,2,,,3,,True,Dan Brereton,Ten gatunek raptorów żyje na Krwawych Bagnach. Hemet Nesingwary radzi aby zabijać je po 30 sztuk.,,Beast,,Odblokowane na 57 poziomie łowcy.
Basic,Berserker z Gurubaszi,Neutral,Otrzymuje +3 do ataku za każdym razem gdy zostanie zraniony.,Common,5,Minion,EX1_399,,7,,,2,,True,Alex Horley Orlandelli,Tak naprawdę to lubi gdy go boli.,,,,Odblokowane na 57 poziomie czarnoksiężnika.
Basic,Blok tarczą,Neutral,Otrzymujesz 5 pkt. pancerza.Dobierz kartę.,Common,3,Spell,EX1_606,,,,,,Warrior,True,Michael Komarck,Tarcze wynaleziono bo blok twarzą okazał się bezużyteczny.,,,Odblokowane na poziomie 8.,Odblokowane na poziomie 28.
Basic,Bojowy szał,,Ten stronnik ma zwiększony atak.,,,Enchantment,EX1_399e,,,,,,,,,,,,,
Basic,Boski duch,,Podwajasz zdrowie stronnika.,Common,2,Spell,CS2_236,,,,,,Priest,True,Jim Pavelec,Takiego potrojenia jak to podwojenie nie ma ani jednego.,,,Odblokowane na poziomie 2.,Odblokowane na poziomie 28.
Basic,Boski duch,,Ten stronnik ma podwojone zdrowie.,,,Enchantment,CS2_236e,,,,,,Priest,,,,,,,
Basic,Cios w plecy,Neutral,Zadaj $2 pkt. obrażeń niezranionemu stronnikowi.,Free,0,Spell,CS2_072,,,,,,Rogue,True,Michael Sutfin,To zabawne jak często tekst „Patrz trzygłowa małpa” sprawia że przeciwnik się odwraca.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
Basic,Czempion Wichrogrodu,Alliance,Twoi pozostali stronnicy otrzymują +1/+1.,Common,7,Minion,CS2_222,Aura,6,,,6,,True,Doug Alexander,Kiedy Śmiercioskrzydły zaatakował stolicę ten żołnierz był jedynym członkiem oddziału który został przy życiu. I nawet osiągnięcia nie dostał!,,,,Odblokowane na 59 poziomie paladyna.
Basic,Dar kapłanki,,+1/+1,,,Enchantment,EX1_019e,,,,,,Priest,,,,,,,
Basic,Dar królów,Neutral,Daj stronnikowi +4/+4 <i>(+4 do ataku/+4 do zdrowia)</i>.,Common,4,Spell,CS2_092,,,,,,Paladin,True,Lucas Graciano,Biorąc pod uwagę liczbę królów którzy zostali skrytobójczo zabici czy na pewno pragniesz ich daru?,,,Odblokowane na poziomie 10.,Odblokowane na poziomie 49.
Basic,Dar królów,,+4/+4.,,,Enchantment,CS2_092e,,,,,,Paladin,,,,,,,
Basic,Dar mocy,Neutral,Daj stronnikowi +3 do ataku.,Free,1,Spell,CS2_087,,,,,,Paladin,True,Zoltan Boros,Inspiracja dla słynnego przeboju: „Daj mi tę moc tę jedną moc!”,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 45.
Basic,Dar mocy,Neutral,+3 do ataku.,,,Enchantment,CS2_087e,,,,,,Paladin,,,,,,,
Basic,Dowódca rajdu,,Twoi pozostali stronnicy otrzymują +1 do ataku.,Free,3,Minion,CS2_122,Aura,2,,,2,,True,Phill Gonzales,Zadaniem dowódcy rajdu jest zaplanować taktykę na wroga wspierać swoją drużynę w czasie walki i nie załamywać się kiedy po raz kolejny wszystko pójdzie w diabły.,,,,Odblokowane na 57 poziomie wojownika.
Basic,Dowódca Wojennej Pieśni,Neutral,Za każdym razem gdy przyzywasz stronnika z atakiem 3 lub mniejszym daj mu <b>Szarżę</b>.,Free,3,Minion,EX1_084,,3,,,2,Warrior,True,Wei Wang,Są dumni z nazwy swojego klanu - choć zdaniem elfów tą pieśnią jest „Nic się nie stało orki nic się nie stało...”,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
Basic,Dzik,Neutral,,Common,1,Minion,CS2_boar,,1,,,1,,,,,,Beast,,
Basic,Dzik szabloskalny,Neutral,<b>Szarża</b>,Free,1,Minion,CS2_171,Charge,1,,,1,,True,Howard Lyon,Ta karta jest dzika.,,Beast,,Odblokowane na 53 poziomie łowcy.
Basic,Dziki ryk,,+2 do ataku w tej turze.,,,Enchantment,CS2_011o,OneTurnEffect,,,,,Druid,,,,,,,
Basic,Dziki ryk,Neutral,Daj swoim postaciom +2 do ataku w tej turze.,Common,3,Spell,CS2_011,,,,,,Druid,True,Grace Liu,Któż zaryczał czego chciał?,,,Odblokowane na poziomie 4.,Odblokowane na poziomie 43.
Basic,Egzekucja,Neutral,Zniszcz wrogiego stronnika który jest ranny.,Free,1,Spell,CS2_108,,,,,,Warrior,True,Dany Orizio,Spokojnie zasłużył na to.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 47.
Basic,Elfia łuczniczka,Horde,<b>Okrzyk bojowy:</b> Zadaj 1 pkt. obrażeń.,Common,1,Minion,CS2_189,Battlecry,1,,,1,,True,Steve Prescott,Lepiej nie zapraszaj jej na randkę. Bo jak cię strzeli...,,,,Odblokowane na 57 poziomie druida.
Basic,Elita Kor&sbquo;kronu,,<b>Szarża</b>,Common,4,Minion,NEW1_011,Charge,3,,,4,Warrior,True,Alex Horley Orlandelli,Kor&sbquo;kron to doborowa jednostka Garosza Piekłorycza. Powiedzmy że nie chcesz znaleźć się z nimi w jednym pomieszczeniu.,,,Odblokowane na poziomie 4.,Odblokowane na poziomie 44.
Basic,Eteryczny totem,Neutral,<b>Obrażenia zaklęć +1</b>,Free,1,Minion,CS2_052,Spellpower,2,,,0,Shaman,,,,,Totem,,
Basic,Fala płomieni,Neutral,Zadaj $4 pkt. obrażeń wszystkim wrogim stronnikom.,Common,7,Spell,CS2_032,,,,,,Mage,True,Romain De Santi,Kiedy wszystko wokół płonie zacznij klaskać raźno w dłonie!,,,Odblokowane na poziomie 10.,Odblokowane na poziomie 51.
Basic,Furia wichru,Neutral,Daj stronnikowi <b>Furię wichru</b>.,Free,2,Spell,CS2_039,,,,,,Shaman,True,Justin Sweet,Furia wichru świetnie nadaje się także do zamiatania ulic.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 23.
Basic,Garosz Piekłorycz,Neutral,,Free,,Hero,HERO_01,,30,,,,Warrior,True,,,,,,
Basic,Gnomka wynalazca,Alliance,<b>Okrzyk bojowy:</b> Dobierz kartę.,Common,4,Minion,CS2_147,Battlecry,4,,,2,,True,Court Jones,Nigdy nie jest pewna co właściwie wymyśla. Ale wie jedno - będzie ODJAZDOWE!,,,,Odblokowane na 57 poziomie kapłana.
Basic,Gobliński ochroniarz,Horde,<b>Prowokacja</b>,Common,5,Minion,CS2_187,Taunt,4,,,5,,True,Matt Cavotta,Możesz go wynająć... aż ktoś zapłaci mu dość złota by wbił ci nóż w plecy.,,,,Odblokowane na 55 poziomie szamana.
Basic,Gorejący totem,Neutral,,Free,1,Minion,CS2_050,,1,,,1,Shaman,,,,,Totem,,
Basic,Gorliwa kapłanka,,Za każdym razem gdy stronnik zostanie uleczony dobierz kartę.,Free,1,Minion,CS2_235,HealTarget,3,,,1,Priest,True,Terese Nielsen,Pomaga cierpiącym i potrzebującym. No i jeszcze sprzedaje ciasteczka.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 40.
Basic,Grizli żelaznoskóry,Neutral,<b>Prowokacja</b>,Common,3,Minion,CS2_125,Taunt,3,,,3,,True,Lars Grant-West,„O grizli?” „Nie strielali”.,,Beast,,Odblokowane na 59 poziomie łowcy.
Basic,Gul&sbquo;dan,Neutral,,Free,,Hero,HERO_07,,30,,,,Warlock,True,,,,,,
Basic,Gwałtowny wzrost,Neutral,Otrzymujesz pusty kryształ many.,Free,2,Spell,CS2_013,,,,,,Druid,True,James Ryman,Wyhoduj własne kryształy many za pomocą naszego zestawu! Tylko 10 sztuk złota plus podatek od many!,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 23.
Basic,Gwiezdny ogień,Neutral,Zadaj $5 pkt. obrażeńDobierz kartę.,Common,6,Spell,EX1_173,,,,,,Druid,True,Alex Horley Orlandelli,Równowaga jest bardzo ważna dla druidów. Ta karta jest idealnie zrównoważona.,,,Odblokowane na poziomie 2.,Odblokowane na poziomie 45.
Basic,Heroiczny cios,Neutral,Daj twojemu bohaterowi +4 do ataku w tej turze.,Free,2,Spell,CS2_105,,,,,,Warrior,True,Jonboy Meyers,Tak naprawdę to w przypadku bohatera <i>każdy</i> cios jest heroiczny.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 15.
Basic,Heroiczny cios,,+4 do ataku w tej turze.,,,Enchantment,CS2_105e,OneTurnEffect,,,,,Warrior,,,,,,,
Basic,Jaina Proudmoore,Neutral,,Free,,Hero,HERO_08,,30,,,,Mage,True,,,,,,
Basic,Jątrzący nóż,Neutral,,Free,1,Weapon,CS2_082,,,,2,1,Rogue,,,,,,,
Basic,Kapłanka Straceńczego Słońca,Neutral,<b>Okrzyk bojowy:</b> Daj przyjaznemu stronnikowi +1/+1.,Common,3,Minion,EX1_019,Battlecry,2,,,3,,True,Doug Alexander,Zawsze ma pod ręką napój energetyczny „Słoneczna Studnia™”!,,,,Odblokowane na 53 poziomie kapłana.
Basic,Kobold geomanta,Horde,<b>Obrażenia zaklęć +1</b>,Common,2,Minion,CS2_142,Spellpower,2,,,2,,True,Gabor Szikszai,Dawno dawno temu koboldy były najlepszymi wytwórcami świec na świecie. A później im odbiło...,,,,Odblokowane na 59 poziomie czarnoksiężnika.
Basic,Komandos Gromdardy,Alliance,<b>Okrzyk bojowy:</b> Zadaj 2 pkt. obrażeń.,Common,5,Minion,CS2_150,Battlecry,2,,,4,,True,Kev Walker,Komandosi Gromdardy to eksperci od materiałów wybuchowych. Wypiekają także przepyszne babeczki.,,,,Odblokowane na 51 poziomie paladyna.
Basic,Konsekracja,Neutral,Zadaj $2 pkt. obrażeń wszystkim wrogom.,Common,4,Spell,CS2_093,,,,,,Paladin,True,Vance Kovacs,Konsekrowana ziemia jaśnieje świętą energią. Podczas rytuału nie wdychaj za dużo kadzidła.,,,Odblokowane na poziomie 4.,Odblokowane na poziomie 43.
Basic,Kontrola umysłu,Neutral,Kontrola nad tym stronnikiem została zamieniona.,Common,,Enchantment,CS1_113e,,,,,,Priest,,,,,,,
Basic,Kontrola umysłu,Neutral,Przejmij kontrolę nad wrogim stronnikiem.,Common,10,Spell,CS1_113,,,,,,Priest,True,Sean O’Daniels,Nominacja w kategorii „Zaklęcie najłatwiej doprowadzające przeciwnika do furii”.,,,Odblokowane na poziomie 10.,Odblokowane na poziomie 49.
Basic,Kosior,Neutral,Zadaj $1 pkt. obrażeń. Dobierz kartę.,Common,2,Spell,EX1_278,,,,,,Rogue,True,Alex Garner,Zadaje więcej obrażeń wraz z okrzykiem bojowym „Kosi kosi łapci!”,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 45.
Basic,Kruszyskalny oręż,Neutral,Daj przyjaznej postaci +3 do ataku w tej turze.,Free,1,Spell,CS2_045,,,,,,Shaman,True,Alex Horley Orlandelli,Dobrze sprawdza się jeśli przeciwnik jest z kamienia.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
Basic,Kruszyskalny oręż,,Ta postać ma +3 do ataku podczas tej tury.,,,Enchantment,CS2_045e,OneTurnEffect,,,,,Shaman,,,,,,,
Basic,Księżycowy ogień,Neutral,Zadaj $1 pkt. obrażeń.,Common,0,Spell,CS2_008,,,,,,Druid,True,Richard Wright,„Co ja mam co ja mam - księżycowy ogień”. - Piosenki małego druida księga V,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 40.
Basic,Kula ognia,Neutral,Zadaj $6 pkt. obrażeń.,Free,4,Spell,CS2_029,,,,,,Mage,True,Ralph Horsley,Na widok takiej kuli większość ludzi też się kuli. Ze strachu.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 44.
Basic,Leok,,Pozostali przyjaźni stronnicy otrzymują +1 do ataku.,Common,3,Minion,NEW1_033,,4,,,2,Hunter,,,,,Beast,,
Basic,Leśny wilk,Neutral,Twoje pozostałe Bestie otrzymują +1 do ataku.,Free,1,Minion,DS1_175,Aura,1,,,1,Hunter,True,Malcolm Davis,Leśne wilki mają spore powodzenie wśród innych bestii.,,Beast,Odblokowane na poziomie 1.,Odblokowane na poziomie 23.
Basic,Łowczyni z Brzytwoskórych,Horde,<b>Okrzyk bojowy:</b> Przyzwij Dzika 1/1.,Common,3,Minion,CS2_196,Battlecry,3,,,2,,True,Clint Langley,Ktoś raz zadarł z Kłoryjem. Ino RAZ.,,,,Odblokowane na 55 poziomie łowcy.
Basic,Lustrzane odbicie,Neutral,Przyzwij dwóch stronników 0/2 z <b>Prowokacją</b>.,Common,1,Spell,CS2_027,,,,,,Mage,True,Jim Nelson,Hej to Lustrzane odbicie! !eicibdo enazrtsuL ot jeH,,,Odblokowane na poziomie 4.,Odblokowane na poziomie 36.
Basic,Lustrzane odbicie,Neutral,<b>Prowokacja</b>,Common,0,Minion,CS2_mirror,Taunt,2,,,0,Mage,,,,,,,
Basic,Mag z Dalaranu,Neutral,<b>Obrażenia zaklęć +1</b>,Common,3,Minion,EX1_582,Spellpower,4,,,1,,True,Jim Nelson,Wojowników z Dalaranu jakoś się nie widuje.,,,,Odblokowane na 59 poziomie maga.
Basic,Malfurion Burzogniewny,Neutral,,Free,,Hero,HERO_06,,30,,,,Druid,True,,,,,,
Basic,Mechaniczny smokor,Neutral,,Common,1,Minion,EX1_025t,,1,,,2,,,,,,Mech,,
Basic,Misza,,<b>Prowokacja</b>,Common,3,Minion,NEW1_032,Taunt,4,,,4,Hunter,,,,,Beast,,
Basic,Mlarggragllabl!,,Ten Murlok ma +1 do ataku.,,,Enchantment,EX1_508o,,,,,,,,,,,,,
Basic,Młodsza inżynier,Alliance,<b>Okrzyk bojowy:</b> Dobierz kartę.,Free,2,Minion,EX1_015,Battlecry,1,,,1,,True,Karl Richardson,„Połowa klasy nie otrzyma promocji... ponieważ zostaną zamienieni w kurczaki”. - Złote myśli dla nauczycieli autorstwa Nadiskrownika Opiłka.,,,,Odblokowane na 59 poziomie druida.
Basic,Młot Gniewu,Neutral,Zadaj $3 pkt. obrażeńDobierz kartę.,Free,4,Spell,CS2_094,,,,,,Paladin,True,Efrem Palacios,Dobry paladyn ma wiele narzędzi. Młot Gniewu. Szczypce Zemsty. Piła Sprawiedliwości i tym podobne.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 32.
Basic,Młyniec,Neutral,Zadaj $1 pkt. obrażeń WSZYSTKIM stronnikom.,Common,1,Spell,EX1_400,,,,,,Warrior,True,Jonboy Meyers,Sposób na rozróżnienie doświadczonych wojowników od żółtodziobów: ci drudzy wołają „fruuuu” rozpoczynając młyniec.,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 32.
Basic,Moc krwi,Neutral,<b>Moc specjalna</b>Dobierz kartę i otrzymaj 2 pkt. obrażeń.,Free,2,Hero Power,CS2_056,,,,,,Warlock,,,,,,,
Basic,Moneta,,,,,Enchantment,GAME_005e,,,,,,,,,,,,,
Basic,Moneta,,Otrzymujesz 1 kryształ many w tej turze.,,,Spell,GAME_005,,,,,,,,,,,,,
Basic,Monterka smokorów,Alliance,<b>Okrzyk bojowy:</b> Przyzwij Mechanicznego smokora 2/1.,Common,4,Minion,EX1_025,Battlecry,4,,,2,,True,Warren Mahy,Cały czas pracuje nad przystawką z wyrzutnią rakiet dla Pana Kąsacza.,,,,Odblokowane na 53 poziomie maga.
Basic,Mówca wiatru,Neutral,<b>Okrzyk bojowy:</b> Daj przyjaznemu stronnikowi <b>Furię wichru</b>.,Common,4,Minion,EX1_587,Battlecry,3,,,3,Shaman,True,Vance Kovacs,Czy jest coś gorszego niż mówca puszczający wiatry?,,,Odblokowane na poziomie 8.,Odblokowane na poziomie 45.
Basic,Murlok brzegowiec,Neutral,<b>Okrzyk bojowy:</b> Przyzwij Murloka zwiadowcę 1/1.,Common,2,Minion,EX1_506,Battlecry,1,,,2,,True,Dan Scott,Jak pisał poeta „Przy brzegu gdzie rów głęboki kły szczerzą okrutne murloki!”,,Murloc,,Odblokowane na 53 poziomie łotra.
Basic,Murlok grabieżca,Alliance,,Free,1,Minion,CS2_168,,1,,,2,,True,Dan Scott,Mrrraggglhlhghghlgh śpiewać... mrgaaag... każdy... blarrghlgaahahle... może mrgggg... trochę lepiej... glhalhah a bghhll... lub trochę gorzej... mglhlhlh mrghlhlhl!!,,Murloc,,Odblokowane na 51 poziomie kapłana.
Basic,Murlok zwiadowca,Neutral,,Common,0,Minion,EX1_506a,,1,,,1,,,,,,Murloc,,
Basic,Nadmiar many,,Dobierz kartę. <i>(Możesz mieć maksymalnie 10 many w zasobniku).</i>,,0,Spell,CS2_013t,,,,,,Druid,,,,,,,
Basic,NIEEEEEEEE!,,Jakimś cudem używana przez ciebie karta została skasowana. Weź tę w zamian!,,2,Spell,GAME_006,,,,,,,,,Nawet tekst opisu został skasowan....,,,,
Basic,Ogień duszy,Neutral,Zadaj $4 pkt. obrażeń. Odrzuć losową kartę.,Common,1,Spell,EX1_308,,,,,,Warlock,True,Raymond Swanland,Chodzi o ogień z duszy. Nie z dyszy. To jednak spora różnica.,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 28.
Basic,Ogłuszenie,Neutral,Cofnij wrogiego stronnika na rękę przeciwnika.,Free,2,Spell,EX1_581,,,,,,Rogue,True,Scott Altmann,Dzięki umiejętności ogłuszania wielu łotrów dorabia na boku jako anestezjolodzy.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 40.
Basic,Ognisty język,,+2 do ataku od Totemu ognistego języka.,,,Enchantment,EX1_565o,,,,,,Shaman,,,,,,,
Basic,Ognisty ogar,,,Common,7,Minion,CS2_201,,5,,,9,,True,E.M. Gist,Nie da się obłaskawić ognistych ogarów. Po prostu szkolisz je żeby cię nie zżarły.,,Beast,,Odblokowane na 51 poziomie łowcy.
Basic,Ognisty pocisk,Neutral,<b>Moc specjalna</b>Zadaj 1 pkt. obrażeń.,Free,2,Hero Power,CS2_034,,,,,,Mage,,,,,,,
Basic,Ognisty wojenny topór,Neutral,,Free,2,Weapon,CS2_106,,,,2,3,Warrior,True,Lucas Graciano,W czasach pokoju i ogólnej harmonii broń ta znana jest pod mniej popularną nazwą: Pieligrządek Pokoju.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 49.
Basic,Ogr z Głazograbych,,,Free,6,Minion,CS2_200,,7,,,6,,True,Brian Despain,„JA MIEĆ DOBRE STATY ZA NISKOM CENE!”,,,,Odblokowane na 51 poziomie czarnoksiężnika.
Basic,Ogrzy mag,Neutral,<b>Obrażenia zaklęć +1</b>,Common,4,Minion,CS2_197,Spellpower,4,,,4,,True,James Ryman,Nauczanie ogrów magii to dość kontrowersyjny pomysł.,,,,Odblokowane na 55 poziomie czarnoksiężnika.
Basic,Oko na niebie,,Leok daje temu stronnikowi +1 do ataku.,,,Enchantment,NEW1_033o,,,,,,Hunter,,,,,,,
Basic,Orzeźwienie,Neutral,Otrzymujesz 2 kryształy many w tej turze.,Free,0,Spell,EX1_169,,,,,,Druid,True,Doug Alexander,Niektórzy druidzi wciąż pamiętają nieznajomych którzy krzyczeli „Orzeźwij mnie!”,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
Basic,Ostrość,,+1 do ataku w tej turze.,,,Enchantment,CS2_083e,OneTurnEffect,,,,,Rogue,,,,,,,
Basic,Ostrze Nocy,Neutral,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń wrogiemu bohaterowi.,Free,5,Minion,EX1_593,Battlecry,4,,,4,,True,Raymond Swanland,Ostrze Nocy zawsze jest chętne do skrytej pomocy.,,,,Odblokowane na 53 poziomie druida.
Basic,Ostrze skrytobójcy,Neutral,,Common,5,Weapon,CS2_080,,,,4,3,Rogue,True,Brian Huang,Gwarantujemy że poprzednio należało do prawdziwego skrytobójcy. Załączamy certyfikat autentyczności.,,,Odblokowane na poziomie 2.,Odblokowane na poziomie 32.
Basic,Owca,Neutral,,Common,0,Minion,CS2_tk1,,1,,,1,,,,,,Beast,,
Basic,Pakt ofiarny,,Zniszcz Demona. Przywróć #5 pkt. zdrowia twojemu bohaterowi.,Common,0,Spell,NEW1_003,,,,,,Warlock,True,Jim Nelson,Z tego właśnie powodu demony nigdy nie przyjaźnią się z czarnoksiężnikami.,,,Odblokowane na poziomie 8.,Odblokowane na poziomie 15.
Basic,Pancerz!,Neutral,<b>Moc specjalna</b>Otrzymujesz 2 pkt. pancerza.,Free,2,Hero Power,CS2_102,,,,,,Warrior,,,,,,,
Basic,Pazur,Neutral,Daj twojemu bohaterowi +2 do ataku w tej turze oraz +2 pkt. pancerza.,Free,1,Spell,CS2_005,,,,,,Druid,True,Dany Orizio,Gdy druid pokazuje pazury nie musi to oznaczać agresji. Może zwyczajnie prosi o manicure.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 32.
Basic,Pazur,,+2 do ataku w tej turze.,,,Enchantment,CS2_005o,OneTurnEffect,,,,,Druid,,,,,,,
Basic,Pazury,,Twój bohater ma +1 do ataku w tej turze.,,,Enchantment,CS2_017o,OneTurnEffect,,,,,Druid,,,,,,,
Basic,Pewny strzał,Neutral,<b>Moc specjalna</b>Zadaj 2 pkt. obrażeń wrogiemu bohaterowi.,Free,2,Hero Power,DS1h_292,,,,,,Hunter,,,,,,,
Basic,Piechur ze Złotych Włości,Alliance,<b>Prowokacja</b>,Common,1,Minion,CS1_042,Taunt,2,,,1,,True,Donato Giancola,Jeśli na straży Złotych Włości stoją takie zuchy to i tak cud że nie zostały jeszcze spalone.,,,,Odblokowane na 57 poziomie paladyna.
Basic,Piekielny ogień,Neutral,Zadaj $3 pkt. obrażeń WSZYSTKIM postaciom.,Free,4,Spell,CS2_062,,,,,,Warlock,True,Chippy,To przez takie zaklęcia czarnoksiężnicy mają problemy ze znalezieniem pomocników.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 49.
Basic,Pocisk cienia,Neutral,Zadaj $4 pkt. obrażeń stronnikowi.,Free,3,Spell,CS2_057,,,,,,Warlock,True,Dave Allsop,To pocisk. Stworzony z cienia. Nic więcej wiedzieć nie trzeba.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 47.
Basic,Pocisk lodu,Neutral,Zadaj $3 pkt. obrażeń dowolnej postaci i ją <b>Zamroź</b>.,Common,2,Spell,CS2_024,Freeze,,,,,Mage,True,Steve Ellis,Przy zagraniu tej karty zwykło się wołać „Mrożonka!” albo „Bałwan!” ewentualnie „Zostawiam cię na lodzie”.,,,Odblokowane na poziomie 2.,Odblokowane na poziomie 40.
Basic,Podstępne uderzenie,Neutral,Zadaj $3 pkt. obrażeń wrogiemu bohaterowi.,Free,1,Spell,CS2_075,,,,,,Rogue,True,Frank Cho,W tym uderzeniu jest coś nietypowego. A nawet podstępnego!,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 15.
Basic,Pokora,Neutral,Zmień atak stronnika na 1.,Common,1,Spell,EX1_360,,,,,,Paladin,True,Daren Bader,Nie wiedzieć czemu pierwotna nazwa tej karty to „Wojciech”.,,,Odblokowane na poziomie 6.,Odblokowane na poziomie 28.
Basic,Pokora,Neutral,Atak został zmieniony na 1.,,,Enchantment,EX1_360e,,,,,,Paladin,,,,,,,
Basic,Polimorfia,Neutral,Ten stronnik został przemieniony w owcę 1/1.,Common,,Enchantment,CS2_022e,Morph,,,,,Mage,,,,,,,
Basic,Polimorfia,Neutral,Przemień stronnika w owcę 1/1.,Free,4,Spell,CS2_022,,,,,,Mage,True,Vance Kovacs,Mieliśmy tu napisać jakiś fajny tekst ale wyszedł beeeeeee-znadziejnie.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 47.
Basic,Pomniejsze uzdrowienie,Neutral,<b>Moc specjalna</b>Przywróć 2 pkt. zdrowia.,Free,2,Hero Power,CS1h_001,,,,,,Priest,,,,,,,
Basic,Potęga Wichrogrodu,,Ma +1/+1.,,,Enchantment,CS2_222o,,,,,,,,,,,,,
Basic,Pradawna infuzja,,Prowokacja,,,Enchantment,CS2_041e,Taunt,,,,,Shaman,,,,,,,
Basic,Pradawne uzdrowienie,Neutral,Przywróć stronnika do pełni zdrowia i daj mu <b>Prowokację</b>.,Free,0,Spell,CS2_041,,,,,,Shaman,True,Dan Scott,Podczas bitwy możesz przywołać siłę swoich przodków! Więc lepiej mieć dużą rodzinę!,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 15.
Basic,Prawo Światłości,Neutral,,Free,1,Weapon,CS2_091,,,,4,1,Paladin,True,Glenn Rane,W wersji dla mańkutów oręż ten nosi nazwę „Lewo Światłości”.,,,Odblokowane na poziomie 1.,Odblokowane na poziomie 36.
