TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,DURABILITY,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
<b>Battlecry:</b> If you have a Beast transform this minion into a 7/7.,Goblins vs Gnomes,Minion,GVG_080,Druid of the Fang,,Common,5,Battlecry,4,,4,,Druid,True,Brandon Kitkouski,The Druids of the Fang live in the Wailing Caverns. They wear cool snake shirts and tell snake jokes and say "bro" a lot.,,,,
<b>Windfury Overload: (1)</b>
50% chance to attack the wrong enemy.,Goblins vs Gnomes,Minion,GVG_066,Dunemaul Shaman,,Rare,4,Windfury,4,,5,,Shaman,True,José Ladrönn,He just closes his eyes and goes for it. Raarararrrarar!,,,,
Put a copy of each friendly minion into your hand.,Goblins vs Gnomes,Spell,GVG_005,Echo of Medivh,,Epic,4,,,,,,Mage,True,Alex Garner,Medivh's echo haunts Karazhan eternally cheating at chess and <i>Hearthstone</i>.,,,,
<b>Freeze</b> a minion.,Goblins vs Gnomes,Spell,PART_005,Emergency Coolant,,,1,Freeze,,,,,,,Peerasak Senalai,,,,,
<b>Battlecry:</b> Give your other minions <b>Windfury</b> <b>Taunt</b> or <b>Divine Shield</b>.
<i>(at random)</i>,Goblins vs Gnomes,Minion,GVG_107,Enhance-o Mechano,,Epic,4,Battlecry,2,,3,,,True,Zoltan Boros,His enhancements are gluten free!,,Mech,,
<b>Deathrattle:</b> Deal 2 damage to all minions.,Goblins vs Gnomes,Minion,GVG_076,Explosive Sheep,,Common,2,Deathrattle,1,,1,,,True,Ralph Horsley,How is this supposed to work?  Your enemies think "<i>Hey!</i> Cute sheep!" and run over to cuddle it?,,Mech,,
+1 Attack.,Goblins vs Gnomes,Enchantment,GVG_023a,Extra Sharp,,,,,,,,,,,,,,,,
Trigger all <b>Deathrattles</b> on your minions.,Goblins vs Gnomes,Spell,GVG_026,Feign Death,,Epic,2,,,,,,Hunter,True,Luca Zontini,The hardest part about doing a "Feign Death" convincingly is learning how to make the right smell. It takes a lot of commitment.,,,,
At the end of your turn deal 2 damage to a non-Mech minion.,Goblins vs Gnomes,Minion,GVG_020,Fel Cannon,,Rare,4,,5,,3,,Warlock,True,Matt Gaser,The box says "New and improved with 200% more fel!",,Mech,,
Whenever your opponent plays a card discard the top 3 cards of your deck.,Goblins vs Gnomes,Minion,GVG_016,Fel Reaver,,Epic,5,,8,,8,,,True,Zoltan & Gabor,So reaver. Much fel. Wow.,,Mech,,
Give a friendly minion <b>Stealth</b> until your next turn.,Goblins vs Gnomes,Spell,PART_004,Finicky Cloakfield,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
When you draw this deal 2 damage to all characters.,Goblins vs Gnomes,Minion,GVG_007,Flame Leviathan,,Legendary,7,,7,,7,,Mage,True,Aleksi Briclot,Mimiron likes to take the Flame Leviathan out on some sweet joyrides.,True,Mech,,
Deal $4 damage to a random enemy minion.,Goblins vs Gnomes,Spell,GVG_001,Flamecannon,,Common,2,,,,,,Mage,True,Mauricio Herrera,Calling something a flamecannon really doesn't do much to distinguish it from other goblin devices.,,,,
Whenever your hero takes damage on your turn gain +2/+2.,Goblins vs Gnomes,Minion,GVG_100,Floating Watcher,,Common,5,,4,,4,,Warlock,True,Todd Lockwood,"Evil Eye Watcher of Doom" was the original name but marketing felt it was a bit too aggressive.,,Demon,,
<b>Windfury</b>,Goblins vs Gnomes,Minion,GVG_084,Flying Machine,,Common,3,Windfury,4,,1,,,True,Matt Dixon,To operate this contraption needs a hula doll on the dashboard. Otherwise it's just a “falling machine.”,,Mech,,
Also damages the minions next to whomever he attacks.,Goblins vs Gnomes,Minion,GVG_113,Foe Reaper 4000,,Legendary,8,,9,,6,,,True,James Ryman,Foe reaping is really not so different from harvest reaping at the end of the day.,True,Mech,,
<b>Divine Shield</b>,Goblins vs Gnomes,Minion,GVG_079,Force-Tank MAX,,Common,8,Divine Shield,7,,7,,,True,Nutchapol Thitinunthakorn,There is a factory in Tanaris for crafting force-tanks but it only ever made two because of cost overruns.,,Mech,,
Whenever this minion takes damage double its Attack.,Goblins vs Gnomes,Minion,GVG_049,Gahz'rilla,,Legendary,7,,9,,6,,Hunter,True,Raymond Swanland,The Sen'jin High football team is The Gahz'rillas.,True,Beast,,
Gain 1 Mana Crystal this turn only.
<i>(Won't trigger Gallywix.)</i>,Goblins vs Gnomes,Spell,GVG_028t,Gallywix's Coin,,,0,,,,,,,,,,,,,
Whenever you cast a 1-mana spell add a random Mech to your hand.,Goblins vs Gnomes,Minion,GVG_117,Gazlowe,,Legendary,6,,6,,3,,,True,Luke Mancini,Gazlowe was voted "Most Likely to Explode" in high school.,True,,,
Each player draws a card.,Goblins vs Gnomes,Spell,GVG_032b,Gift of Cards,,,,,,,,,Druid,,,,,,,
Give each player a Mana Crystal.,Goblins vs Gnomes,Spell,GVG_032a,Gift of Mana,,,,,,,,,Druid,,,,,,,
<b>Stealth</b>,Goblins vs Gnomes,Minion,GVG_081,Gilblin Stalker,,Common,2,Stealth,3,,2,,,True,Seamus Gallagher,"Shhh I think I hear something."

"Ah it's probably nothing." - Every Henchman,,,,
+1 Attack.,Goblins vs Gnomes,Enchantment,GVG_043e,Glaivezooka,,,,,,,,,Hunter,,,,,,,
<b>Battlecry:</b> Give a random friendly minion +1 Attack.,Goblins vs Gnomes,Weapon,GVG_043,Glaivezooka,,Common,2,Battlecry,,,2,2,Hunter,True,Gino Whitehall,For the times when a regular bazooka just isn't enough.,,,,
<b>Charge</b>
<b>Taunt</b>,Goblins vs Gnomes,Minion,GVG_098,Gnomeregan Infantry,,Common,3,Charge|Taunt,4,,1,,,True,Zoltan & Gabor,The gnomes are valiant and ready to return to their irradiated poorly ventilated homeland!,,,,
<b>Battlecry:</b> Draw a card. If it's a minion transform it into a Chicken.,Goblins vs Gnomes,Minion,GVG_092,Gnomish Experimenter,,Rare,3,Battlecry,2,,3,,,True,Jesper Esjing,He's legitimately surprised every time he turns himself into a chicken.,,,,
<b>Battlecry</b>: Give your weapon +1 Attack.,Goblins vs Gnomes,Minion,GVG_023,Goblin Auto-Barber,,Common,2,Battlecry,2,,3,,Rogue,True,Zolton Boros,This guy is excellent at adjusting your haircut and/or height.,,Mech,,
<b>Battlecry:</b> If you have a Mech deal 4 damage randomly split among all enemies.,Goblins vs Gnomes,Minion,GVG_004,Goblin Blastmage,,Rare,4,Battlecry,4,,5,,Mage,True,Glenn Rane,If you can't find a bomb to throw just pick up any goblin invention and throw that.,,,,
Has +4 Attack while your opponent has 6 or more cards in hand.,Goblins vs Gnomes,Minion,GVG_095,Goblin Sapper,,Rare,3,Aura,4,,2,,,True,Jesper Esjing,He’s not such a binge exploder anymore. These days he only explodes socially.,,,,
Mal'Ganis is granting +2/+2.,Goblins vs Gnomes,Enchantment,GVG_021e,Grasp of Mal'Ganis,,,,,,,,,Warlock,,,,,,,
<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,Goblins vs Gnomes,Minion,GVG_032,Grove Tender,,Rare,3,,4,,2,,Druid,True,Chris Rahn,Likes: Hiking and the great outdoors. Dislikes: Goblin shredders and sandals. (Can’t find any that fit!).,,,,
<b>Battlecry:</b> Destroy a Beast.,Goblins vs Gnomes,Minion,GVG_120,Hemet Nesingwary,,Legendary,5,Battlecry,3,,6,,,True,Ralph Horsley,It's hard to make a living as a hunter in a world where beasts instantly reappear minutes after you kill them.,True,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_104a,HERE TAKE BUFF.,,,,,,,,,,,,,,,,
Whenever you play a 1-Attack minion give it +2/+2.,Goblins vs Gnomes,Minion,GVG_104,Hobgoblin,,Epic,3,,3,,2,,,True,Laurel D. Austin,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,,,,
If you control a <b>Secret</b> at the end of your turn restore 4 health to your hero.,Goblins vs Gnomes,Minion,GVG_089,Illuminator,,Rare,3,,4,,2,,,True,Jim Nelson,"LUMOS!" is not what they yell. What do you think this is Hogwarts?,,,,
,Goblins vs Gnomes,Minion,GVG_045t,Imp,,,1,,1,,1,,Warlock,,,,,Demon,,
Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,Goblins vs Gnomes,Spell,GVG_045,Imp-losion,,Rare,4,,,,,,Warlock,True,Jaemin Kim,The shrapnel is waaaaay worse than the explosion.,,,,
<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn it explodes for 10 damage.,Goblins vs Gnomes,Minion,GVG_056,Iron Juggernaut,,Legendary,6,Battlecry,5,,6,,Warrior,True,Raymond Swanland,The Iron Juggernaut guards Orgrimmar and has just earned the "Employee of the Month" award!,True,Mech,,
At the end of your turn give another friendly Mech +2/+2.,Goblins vs Gnomes,Minion,GVG_027,Iron Sensei,,Rare,3,,2,,2,,Rogue,True,Brian Despain,Mechs like learning from him because he really speaks their language.

0110100001101001,,Mech,,
Increased stats.,Goblins vs Gnomes,Enchantment,GVG_027e,Ironed Out,,,,,,,,,Rogue,,,,,,,
At the end of each player's turn that player draws until they have 3 cards.,Goblins vs Gnomes,Minion,GVG_094,Jeeves,,Rare,4,,4,,1,,,True,Matt Dixon,This robot is a lean mean butlerin' machine.,,Mech,,
Whenever a friendly Mech dies gain +2/+2.,Goblins vs Gnomes,Minion,GVG_106,Junkbot,,Epic,5,,5,,1,,,True,Zoltan Boros,One bot's junk is another bot's AWESOME UPGRADE!,,Mech,,
Increased stats.,Goblins vs Gnomes,Enchantment,GVG_106e,Junked Up,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,Goblins vs Gnomes,Minion,GVG_074,Kezan Mystic,,Rare,4,Battlecry,3,,4,,,True,Jakub Kasper,They pretend to be wise and enlightened but they mostly just hate to be left out of a secret.,,,,
<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,Goblins vs Gnomes,Minion,GVG_046,King of Beasts,,Rare,5,Battlecry|Taunt,6,,2,,Hunter,True,Seamus Gallagher,He never sleeps.  Not even in the mighty jungle.,,Beast,,
Restore #3 Health. If the target is still damaged summon a Lightwarden.,Goblins vs Gnomes,Spell,GVG_012,Light of the Naaru,,Rare,1,,,,,,Priest,True,Jesper Ejsing,"Light it up!" - Command given to both Lightwardens and Goblins holding Flamecannons.,,,,
Deal damage to each minion equal to its Attack.,Goblins vs Gnomes,Spell,GVG_008,Lightbomb,,Epic,6,AffectedBySpellPower,,,,,Priest,True,Luca Zontini,This is what happens when you allow goblins to be priests.,,,,
<b>Taunt</b>
<b>Battlecry:</b> Gain +1/+1 for each enemy <b>Deathrattle</b> minion.,Goblins vs Gnomes,Minion,GVG_097,Lil' Exorcist,,Rare,3,Battlecry|Taunt,3,,2,,,True,Jim Nelson,Warlocks have the town exorcist on speed dial in case they unleash the wrong demon.,,,,
,Goblins vs Gnomes,Minion,GVG_071,Lost Tallstrider,,Common,4,,4,,5,,,True,Benjamin Zhang,The message "If found please return to Mulgore" is tattooed on his rear.,,Beast,,
<b>Battlecry:</b> Deal 6 damage randomly split between all other characters.,Goblins vs Gnomes,Minion,GVG_090,Madder Bomber,,Rare,5,Battlecry,4,,5,,,True,Alex Horley Orlandelli,Dang Bomber calm down.,,,,
Your other Demons have +2/+2.
Your hero is <b>Immune</b>.,Goblins vs Gnomes,Minion,GVG_021,Mal'Ganis,,Legendary,9,Aura,7,,9,,Warlock,True,Wayne Reynolds,Mal'Ganis doesn't like being betrayed so if you discard him watch out.,True,Demon,,
<b>Deathrattle:</b> Shuffle this minion into your deck.,Goblins vs Gnomes,Minion,GVG_035,Malorne,,Legendary,7,Deathrattle,7,,9,,Druid,True,Oliver Chipping,When Malorne isn't mauling hordes of demons he enjoys attending parties though he prefers to go stag.,True,Beast,,
Whenever this minion takes damage add a <b>Spare Part</b> card to your hand.,Goblins vs Gnomes,Minion,GVG_034,Mech-Bear-Cat,,Rare,6,,6,,7,,Druid,True,Trent Kaniuga,Crushes buildings with his BEAR hands.,,Mech,,
<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,Goblins vs Gnomes,Minion,GVG_078,Mechanical Yeti,,Common,4,Deathrattle,5,,4,,,True,Chris Seaman,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,,Mech,,
Your Mechs cost (1) less.,Goblins vs Gnomes,Minion,GVG_006,Mechwarper,,Common,2,Aura,3,,2,,,True,Phil Saunders,Mechs that summon mechs? What's next? Donuts that summon donuts? Mmmmm.,,Mech,,
Whenever an enemy minion dies summon a Leper Gnome.,Goblins vs Gnomes,Minion,GVG_116,Mekgineer Thermaplugg,,Legendary,9,,7,,9,,,True,Trent Kaniuga,He was obsessed with explosives until he discovered knitting. Now he yells “SWEATERS! MORE SWEATERS!”,True,Mech,,
Increased Attack.,Goblins vs Gnomes,Enchantment,GVG_067a,Metabolized Magic,,,,Aura,,,,,,,,,,,,
Increased Attack.,Goblins vs Gnomes,Enchantment,GVG_068a,Metabolized Magic,,,,Aura,,,,,,,,,,,,
+2 Attack.,Goblins vs Gnomes,Enchantment,GVG_048e,Metal Teeth,,,,,,,,,Hunter,,,,,,,
<b>Battlecry</b>: Give your other Mechs +2 Attack.,Goblins vs Gnomes,Minion,GVG_048,Metaltooth Leaper,,Rare,3,Battlecry,3,,3,,Hunter,True,Hideaki Takamura,Don't leave them out in the rain. In Un'Goro Crater there is a whole colony of rust-tooth leapers.,,Mech,,
At the start of each turn gain +1 Attack.,Goblins vs Gnomes,Minion,GVG_103,Micro Machine,,Common,2,,2,,1,,,True,Skan Srisuwan,This card is the real thing.,,Mech,,
+1/+1.,Goblins vs Gnomes,Enchantment,GVG_102e,Might of Tinkertown,,,,,,,,,,,,,,,,
Multiplying Attack.,Goblins vs Gnomes,Enchantment,GVG_049e,Might of Zul'Farrak,,,,,,,,,Hunter,,,,,,,
At the start of your turn if you have at least 3 Mechs destroy them all and form V-07-TR-0N.,Goblins vs Gnomes,Minion,GVG_111,Mimiron's Head,,Legendary,5,,5,,4,,,True,Trent Kaniuga,Do not push the big red button!,True,Mech,,
<b>Stealth</b>
<b>Spell Damage +1</b>,Goblins vs Gnomes,Minion,GVG_109,Mini-Mage,,Epic,4,Spellpower|Stealth,1,,4,,,True,Ben Olson,He is sometimes found hiding in the treasure chest in the Gurubashi Arena.,,,,
Whenever this minion deals damage restore that much Health to your hero.,Goblins vs Gnomes,Minion,GVG_018,Mistress of Pain,,Rare,2,,4,,1,,Warlock,True,Carl Critchlow,Her sister is the Mistress of Pane who sells windows and shower doors.,,Demon,,
All minions have a 50% chance to attack the wrong enemy.,Goblins vs Gnomes,Minion,GVG_112,Mogor the Ogre,,Legendary,6,,6,,7,,,True,Michal Ivan,Mogor helped reopen the Dark Portal once. You know you're in trouble when you have to rely on an ogre.,True,,,
Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,Goblins vs Gnomes,Spell,GVG_061,Muster for Battle,,Rare,3,,,,,,Paladin,True,Mike Hayes,"I'm bringing the guacamole!" – One of the most successful (yet rare) Silver Hand rallying cries,,,,
<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload: (3)</b>,Goblins vs Gnomes,Minion,GVG_042,Neptulon,,Legendary,7,Battlecry,7,,7,,Shaman,True,Ruan Jia,Neptulon is "The Tidehunter". He’s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.,True,,,
50% chance to attack the wrong enemy.,Goblins vs Gnomes,Minion,GVG_065,Ogre Brute,,Common,3,,4,,4,,,True,Vinod Rams,Ogres have really terrible short-term chocolate.,,,,
<b>Stealth</b>
50% chance to attack the wrong enemy.,Goblins vs Gnomes,Minion,GVG_088,Ogre Ninja,,Rare,5,Stealth,6,,6,,Rogue,True,Samwise,He didn't have the grades to get into ninja school but his dad pulled some strings.,,,,
50% chance to attack the wrong enemy.,Goblins vs Gnomes,Weapon,GVG_054,Ogre Warmaul,,Common,3,,,,4,2,Warrior,True,Richard Wright,Simple misguided and incredibly dangerous. You know like most things ogre.,,,,
Whenever you summon a Pirate gain <b>Stealth</b>.,Goblins vs Gnomes,Minion,GVG_025,One-eyed Cheat,,Rare,2,,1,,4,,Rogue,True,Danny Beck,When pirates say there is no "Eye" in "team" they are very literal about it.,,Pirate,,
Spell Damage +2.,Goblins vs Gnomes,Enchantment,GVG_123e,Overclocked,,,,Spellpower,,,,,Mage,,,,,,,
<b>Deathrattle:</b> Summon a random 2-Cost minion.,Goblins vs Gnomes,Minion,GVG_096,Piloted Shredder,,Common,4,Deathrattle,3,,4,,,True,Dan Scott,Once upon a time only goblins piloted shredders. These days everyone from Doomsayer to Lorewalker Cho seems to ride one.,,Mech,,
<b>Deathrattle:</b> Summon a random 4-Cost minion.,Goblins vs Gnomes,Minion,GVG_105,Piloted Sky Golem,,Epic,6,Deathrattle,4,,6,,,True,Michael Phillippi,The pinnacle of goblin engineering. Includes an espresso machine and foot massager.,,Mech,,
Increased Attack.,Goblins vs Gnomes,Enchantment,GVG_076a,Pistons,,,,,,,,,,,,,,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_036e,Powered,,,,,,,,,Shaman,,,,,,,
<b>Deathrattle</b>: Give a random friendly Mech +2/+2.,Goblins vs Gnomes,Weapon,GVG_036,Powermace,,Rare,3,Deathrattle,,,3,2,Shaman,True,Zoltan and Gabor,People assume that shamans control the elements but really they have to ask them stuff and the elements are like "Yeah ok sure.",,,,
,Goblins vs Gnomes,Minion,GVG_064,Puddlestomper,,Common,2,,2,,3,,,True,Jaemin Kim,He pays homage to Morgl the great murloc oracle! (Who doesn't??),,Murloc,,
Increased Stats.,Goblins vs Gnomes,Enchantment,GVG_101e,Pure,,,,,,,,,Paladin,,,,,,,
<b>Battlecry:</b> Give your Silver Hand Recruits +2/+2.,Goblins vs Gnomes,Minion,GVG_060,Quartermaster,,Epic,5,Battlecry,5,,2,,Paladin,True,Phroilan Gardner,His specialty? Dividing things into four pieces.,,,,
<b>Battlecry:</b> Transform a friendly minion into a random minion with the same Cost.,Goblins vs Gnomes,Minion,GVG_108,Recombobulator,,Epic,2,Battlecry,2,,3,,,True,Ben Olson,For when you didn’t combobulate quite right the first time around.,,,,
Shuffle an enemy minion into your opponent's deck.,Goblins vs Gnomes,Spell,GVG_031,Recycle,,Rare,6,,,,,,Druid,True,Brandon Kitkouski,Druidic recycling involves putting plastics in one bin and enemy minions in another bin.,,,,
+4 Health.,Goblins vs Gnomes,Enchantment,GVG_069a,Repairs!,,,,,,,,,Priest,,,,,,,
Increased Attack,Goblins vs Gnomes,Enchantment,GVG_063a,Retribution,,,,,,,,,,,,,,,,
Swap a minion's Attack and Health.,Goblins vs Gnomes,Spell,PART_006,Reversing Switch,,,1,,,,,,,,Nutthapon Petthai,,,,,
Give a minion <b>Taunt</b>.,Goblins vs Gnomes,Spell,PART_003,Rusty Horn,,,1,,,,,,,,Peerasak Senalai,,,,,
Destroy a random enemy minion. <b>Combo</b>: And your opponent's weapon.,Goblins vs Gnomes,Spell,GVG_047,Sabotage,,Epic,4,Combo,,,,,Rogue,True,Dave Allsop,Rogues can't stand it. They know you planned it! They are going to set you straight!,,,,
,Goblins vs Gnomes,Minion,GVG_070,Salty Dog,,Common,5,,4,,7,,,True,Alex Horley Orlandelli,He's recently recovered from being a "scurvy dog.",,Pirate,,
<b>Battlecry</b>: Deal 2 damage to all minions with <b>Deathrattle</b>.,Goblins vs Gnomes,Minion,GVG_101,Scarlet Purifier,,Rare,3,Battlecry,3,,4,,Paladin,True,Anton Zemskov,The Scarlet Crusade is doing market research to find out if the "Mauve Crusade" would be better received.,,,,
<b>Battlecry</b>: Give a friendly Mech +2/+2.,Goblins vs Gnomes,Minion,GVG_055,Screwjank Clunker,,Rare,4,Battlecry,5,,2,,Warrior,True,Jesper Esjing,If it breaks just kick it a couple of times while yelling "Durn thing!",,Mech,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_055e,Screwy Jank,,,,,,,,,Warrior,,,,,,,
Restore #4 Health to your hero and gain +2 Attack this turn.,Goblins vs Gnomes,Spell,GVG_057,Seal of Light,,Common,2,ImmuneToSpellpower,,,,,Paladin,True,Jason Chan,The walrus of Light restores EIGHT Health.,,,,
+2 Attack this turn.,Goblins vs Gnomes,Enchantment,GVG_057a,Seal of Light,,,,OneTurnEffect,,,,,,,,,,,,
<b>Battlecry:</b> Deal 3 damage to each hero.,Goblins vs Gnomes,Minion,GVG_009,Shadowbomber,,Epic,1,Battlecry,1,,2,,Priest,True,Matt Dixon,Shadowbomber does her job but she's kind of phoning it in at this point.,,,,
Whenever a character is healed deal 1 damage to a random enemy.,Goblins vs Gnomes,Minion,GVG_072,Shadowboxer,,Rare,2,,3,,2,,Priest,True,Dan Scott,Punching is its primary function. Also its secondary function.,,Mech,,
Health was swapped.,Goblins vs Gnomes,Enchantment,GVG_014a,Shadowed,,,,,,,,,Priest,,,,,,,
<b>Divine Shield</b>,Goblins vs Gnomes,Minion,GVG_058,Shielded Minibot,,Common,2,Divine Shield,2,,2,,Paladin,True,Raymond Swanland,He chooses to believe what he is programmed to believe!,,Mech,,
<b>Battlecry:</b> Gain 5 Armor.,Goblins vs Gnomes,Minion,GVG_053,Shieldmaiden,,Rare,6,Battlecry,5,,5,,Warrior,True,Alex Horley Orlandelli,She has three shieldbearers in her party to supply her with back ups when she gets low on durability.,,,,
Whenever you summon a Pirate deal 2 damage to a random enemy.,Goblins vs Gnomes,Minion,GVG_075,Ship's Cannon,,Common,2,,3,,2,,,True,Warren Mahy,If you hear someone yell "Cannonball!" you're about to get wet. Or crushed.,,,,
-2 Attack this turn.,Goblins vs Gnomes,Enchantment,GVG_011a,Shrink Ray,,,,OneTurnEffect,,,,,,,,,,,,
<b>Battlecry:</b> Give a minion -2 Attack this turn.,Goblins vs Gnomes,Minion,GVG_011,Shrinkmeister,,Common,2,Battlecry,2,,3,,Priest,True,Jim Nelson,After the debacle of the Gnomish World Enlarger gnomes are wary of size-changing inventions.,,,,
Whenever you gain Armor give this minion +1 Attack.,Goblins vs Gnomes,Minion,GVG_086,Siege Engine,,Rare,5,,5,,5,,Warrior,True,Zero Yue,Wintergrasp Keep's only weakness!,,Mech,,
Whenever another friendly Murloc dies draw a card. <b>Overload</b>: (1),Goblins vs Gnomes,Minion,GVG_040,Siltfin Spiritwalker,,Epic,4,,5,,2,,Shaman,True,Clint Langley,The elements respond to anyone who calls them for a worthy cause even if you call them by yelling "MRGHRGLGLGL!",,Murloc,,
<b>Deathrattle:</b> Summon a random legendary minion.,Goblins vs Gnomes,Minion,GVG_114,Sneed's Old Shredder,,Legendary,8,Deathrattle,7,,5,,,True,Christopher Moeller,When Sneed was defeated in the Deadmines his shredder was sold at auction to an anonymous buyer. (Probably Hogger.),True,Mech,,
<b>Freeze</b> any character damaged by this minion.,Goblins vs Gnomes,Minion,GVG_002,Snowchugger,,Common,2,Freeze,3,,2,,Mage,True,Gabor Szikszai,Do the slow chant when he waddles by: "Chug! Chug! Chug!",,Mech,,
<b>Spell Damage +1</b>,Goblins vs Gnomes,Minion,GVG_123,Soot Spewer,,Rare,3,Spellpower,3,,3,,Mage,True,Phil Saunders,The inventor of the goblin shredder is involved in several patent disputes with the inventor of the soot spewer.,,Mech,,
,Goblins vs Gnomes,Minion,GVG_044,Spider Tank,,Common,3,,4,,3,,,True,Dany Orizio,"What if we put guns on it?" -Fizzblitz staring at the spider-transportation-machine,,Mech,,
Your Hero Power can target minions.,Goblins vs Gnomes,Minion,GVG_087,Steamwheedle Sniper,,Epic,2,,3,,2,,Hunter,True,Jun Kang,Goblins seldom have the patience for sniping. Most prefer lobbing explosives.,,,,
Whenever your opponent casts a spell gain +1 Attack.,Goblins vs Gnomes,Minion,GVG_067,Stonesplinter Trogg,,Common,2,,3,,2,,,True,Peet Cooper,The only thing worse than smelling troggs is listening to their poetry.,,,,
Attack and Health have been swapped by Reversing Switch.,Goblins vs Gnomes,Enchantment,PART_006a,Switched,,,,,,,,,,,,,,,,
+1 Health.,Goblins vs Gnomes,Enchantment,GVG_030be,Tank Mode,,,,,,,,,Druid,,,,,,,
+1 Health.,Goblins vs Gnomes,Spell,GVG_030b,Tank Mode,,,,,,,,,Druid,,,,,,,
<b>Taunt</b>,Goblins vs Gnomes,Minion,GVG_093,Target Dummy,,Rare,0,Taunt,2,,0,,,True,Matt Dixon,The engineering equivalent of a "Kick Me" sticker.,,Mech,,
Increased Attack.,Goblins vs Gnomes,Enchantment,GVG_046e,The King,,,,,,,,,Hunter,,,,,,,
Return a friendly minion to your hand.,Goblins vs Gnomes,Spell,PART_002,Time Rewinder,,,1,,,,,,,,Nutthapon Petthai,,,,,
Give your weapon +3 Attack. <b>Combo:</b> Give a random friendly minion +3 Attack.,Goblins vs Gnomes,Spell,GVG_022,Tinker's Sharpsword Oil,,Common,4,Combo,,,,,Rogue,True,Den,"Get ready to strike oil!" - Super-cheesy battle cry,,,,
+3 Attack.,Goblins vs Gnomes,Enchantment,GVG_022a,Tinker's Sharpsword Oil,,,,,,,,,,,,,,,,
+3 Attack.,Goblins vs Gnomes,Enchantment,GVG_022b,Tinker's Sharpsword Oil,,,,,,,,,,,,,,,,
<b>Battlecry:</b> If you have a Mech gain +1/+1 and add a <b>Spare Part</b> to your hand.,Goblins vs Gnomes,Minion,GVG_102,Tinkertown Technician,,Common,3,Battlecry,3,,3,,,True,Gabor Szikszai,Won't you take me to... Tinkertown?,,,,
<b>Battlecry and Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,Goblins vs Gnomes,Minion,GVG_115,Toshley,,Legendary,6,Battlecry|Deathrattle,7,,5,,,True,Zoltan & Gabor,Something about power converters.,True,,,
Whenever your opponent casts a spell gain a copy of it and give them a Coin.,Goblins vs Gnomes,Minion,GVG_028,Trade Prince Gallywix,,Legendary,6,,8,,5,,Rogue,True,Wei Wang,Gallywix believes in supply and demand. He supplies the beatings and demands you pay up!,True,,,
Restore all characters to full Health.,Goblins vs Gnomes,Spell,GVG_033,Tree of Life,,Epic,9,,,,,,Druid,True,Steve Prescott,Healing: It grows on trees!,,,,
Whenever your opponent casts a spell summon a Burly Rockjaw Trogg.,Goblins vs Gnomes,Minion,GVG_118,Troggzor the Earthinator,,Legendary,7,,6,,6,,,True,Mike Sass,He keeps earthinating the countryside despite attempts to stop him.,True,,,
Add a random minion to your hand. It costs (3) less.,Goblins vs Gnomes,Spell,GVG_003,Unstable Portal,,Rare,2,,,,,,Mage,True,Sean O'Daniels,The denizens of Azeroth have no idea how much work goes into stabilizing portals.  We spend like 30% of GDP on portal upkeep.,,,,
<b>Battlecry:</b> Give a friendly Mech +4 Health.,Goblins vs Gnomes,Minion,GVG_083,Upgraded Repair Bot,,Rare,5,Battlecry,5,,5,,Priest,True,Nutchapol Thitinunthakorn,It's the same as the previous generation but they slapped the word "upgraded" on it to sell it for double.,,Mech,,
<b>Charge</b>
<b>Mega-Windfury</b> <i>(Can attack four times a turn.)</i>,Goblins vs Gnomes,Minion,GVG_111t,V-07-TR-0N,,Legendary,8,Charge,8,,4,,,,Chris Seaman,,True,Mech,,
+2/+4 and <b>Spell Damage +1</b>.,Goblins vs Gnomes,Enchantment,GVG_010b,Velen's Chosen,,,,,,,,,,,,,,,,
Give a minion +2/+4 and <b>Spell Damage +1</b>.,Goblins vs Gnomes,Spell,GVG_010,Velen's Chosen,,Common,3,,,,,,Priest,True,Alex Horley Orlandelli,Velen wrote a "Lovely Card" for Tyrande with a picture of the Deeprun Tram that said "I Choo-Choo-Choose you!",,,,
