TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,DURABILITY,INPLAYTEXT,PLAYERCLASS,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Da Ihr als Zweites dran seid habt Ihr mehr Leben.,Basic,Enchantment,GAME_001,Glück der Münze,,,,,,,,,,,,,,,,
<b>Kampfschrei:</b> Zieht eine Karte.,Basic,Minion,CS2_147,Gnomische Erfinderin,Alliance,Common,4,2,4,Battlecry,,,,True,Court Jones,,Wenn sie etwas bastelt weiß sie nie was am Ende dabei herauskommt.,,,Wird freigeschaltet wenn Ihr als Priester Stufe 57 erreicht.
<b>Spott</b>,Basic,Minion,CS2_187,Goblinleibwächter,Horde,Common,5,5,4,Taunt,,,,True,Matt Cavotta,,Ihr könnt ihn zwar anheuern aber seid Euch dabei bewusst dass er absolut käuflich ist.,,,Wird freigeschaltet wenn Ihr als Schamane Stufe 55 erreicht.
Verdoppelt das Leben eines Dieners.,Basic,Spell,CS2_236,Göttlicher Wille,,Common,2,,,,,,Priest,True,Jim Pavelec,,Der Beweis für das Sprichwort: Doppelt hält besser!,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
Dieser Diener hat doppeltes Leben.,Basic,Enchantment,CS2_236e,Göttlicher Wille,,,,,,,,,Priest,,,,,,,
ALLE anderen Murlocs haben +1 Angriff.,Basic,Minion,EX1_508,Grimmschuppenorakel,Neutral,Common,1,1,1,Aura,,,,True,Phil Saunders,Murloc,Sie sind die Genies unter den Murlocs. Aber auch das will nicht viel heißen.,,,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 53 erreicht.
<b>Ansturm</b>,Basic,Minion,NEW1_034,Grummel,,Common,3,4,2,Charge,,,Hunter,,,Beast,,,,
,Basic,Hero,HERO_07,Guldan,Neutral,Free,,,30,,,,Warlock,True,,,,,,
Erhält jedes Mal +3 Angriff wenn dieser Diener Schaden erleidet.,Basic,Minion,EX1_399,Gurubashiberserker,Neutral,Common,5,2,7,,,,,True,Alex Horley Orlandelli,,Wer den Schaden hat braucht für den ... Schaden nicht zu sorgen.,,,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 57 erreicht.
Verursacht $3 Schaden. Zieht eine Karte.,Basic,Spell,CS2_094,Hammer des Zorns,Neutral,Free,4,,,,,,Paladin,True,Efrem Palacios,,Ein guter Paladin hat viele Werkzeuge: den Hammer des Zorns die Zange der Rache die Säge der Gerechtigkeit usw.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
Verleiht einem Diener <b>Gottesschild</b>.,Basic,Spell,EX1_371,Hand des Schutzes,Neutral,Free,1,,,,,,Paladin,True,Clint Langley,,Dieser Zauber wurde so oft umbenannt dass sogar unter Paladinen keine Einigkeit über seinen richtigen Namen herrscht.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
Stellt #8 Leben wieder her.,Basic,Spell,CS2_007,Heilende Berührung,Neutral,Free,3,,,,,,Druid,True,Cyril Van Der Haegen,,8 Leben – das sind sogar noch mehr als Mr. Bigglesworth übrig hat!,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Fügt allen Feinden $2 Schaden zu. Stellt bei allen befreundeten Charakteren #2 Leben wieder her.,Basic,Spell,CS1_112,Heilige Nova,Neutral,Common,5,,,,,,Priest,True,Luca Zontini,,Wenn das heilige Licht Euch verlassen hat bedeutet das dass Ihr hiervon besser die Finger lassen solltet. Außerdem trifft es eine Aussage über Euren Charakter.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 45 freigeschaltet.
Verursacht $2 Schaden.,Basic,Spell,CS1_130,Heilige Pein,Neutral,Free,1,,,,,,Priest,True,Steve Ellis,,Es macht keinen Unterschied wie gläubig man ist. Ab und zu kann jeder mal etwas Pein vertragen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
Stellt #6 Leben wieder her.,Basic,Spell,CS2_089,Heiliges Licht,Neutral,Free,2,,,,,,Paladin,True,Zoltan & Gabor,,Führt bei fortwährender Anwendung zu einem gesunden Teint.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Stellt am Ende Eures Zuges bei allen befreundeten Dienern 1 Leben wieder her.,Basic,Minion,NEW1_009,Heiltotem,,Free,1,0,2,,,,Shaman,,,Totem,,,,
Stellt das volle Leben eines Dieners wieder her und verleiht ihm <b>Spott</b>.,Basic,Spell,CS2_041,Heilung der Ahnen,Neutral,Free,0,,,,,,Shaman,True,Dan Scott,,Wenn man bedenkt dass die Ahnen mittlerweile alle tot sind wird diese Heilung vielleicht etwas überschätzt.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Verleiht Eurem Helden +4 Angriff in diesem Zug.,Basic,Spell,CS2_105,Heldenhafter Stoß,Neutral,Free,2,,,,,,Warrior,True,Jonboy Meyers,,Wenn Ihr ein Held seid sollte dies <i>eigentlich</i> Euer Standardangriff sein.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
+4 Angriff in diesem Zug.,Basic,Enchantment,CS2_105e,Heldenhafter Stoß,,,,,,OneTurnEffect,,,Warrior,,,,,,,
<b>Spott</b>,Basic,Minion,CS2_162,Herr der Arena,Alliance,Common,6,6,5,Taunt,,,,True,E.M. Gist,,Einst war er ein Arenaspieler mit einer Wertung von über 2100. Aber das ist schon Jahre her und er hört einfach nicht auf davon zu erzählen.,,,Wird freigeschaltet wenn Ihr als Priester Stufe 59 erreicht.
Leokk verleiht diesem Diener +1 Angriff.,Basic,Enchantment,NEW1_033o,Himmelsauge,,,,,,,,,Hunter,,,,,,,
Vernichtet einen verletzten feindlichen Diener.,Basic,Spell,CS2_108,Hinrichten,Neutral,Free,1,,,,,,Warrior,True,Dany Orizio,,In Wirklichkeit darf er einfach nur früher nach Hause.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
Fügt ALLEN Charakteren $3 Schaden zu.,Basic,Spell,CS2_062,Höllenfeuer,Neutral,Free,4,,,,,,Warlock,True,Chippy,,Zauber wie dieser machen es anderen schwer gute Beziehungen zu Hexenmeistern zu pflegen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
<b>Kampfschrei:</b> Verleiht einem befreundeten Wildtier +2/+2 und <b>Spott</b>.,Basic,Minion,DS1_070,Hundemeister,Neutral,Free,4,4,3,Battlecry,,,Hunter,True,Dan Brereton,,Wenn er fragt wer die Hunde losgelassen hat ist das bloß eine rhetorische Frage.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
<b>Kampfschrei:</b> Zieht eine Karte.,Basic,Minion,EX1_015,Ingenieurslehrling,Alliance,Free,2,1,1,Battlecry,,,,True,Karl Richardson,,„Die Hälfte der anwesenden Studenten wird die Abschlussprüfung nur noch als Hühnchen erleben.“
– Tüftlermeister Oberfunks,,,Wird freigeschaltet wenn Ihr als Druide Stufe 59 erreicht.
<b>Ansturm</b>,Basic,Minion,CS2_213,Irre Raketenschützin,Horde,Free,6,5,2,Charge,,,,True,John Polidora,,Rakete: 300 Gold. Feuerzeug: 25 Gold. Mangelnder Selbsterhaltungstrieb: Unbezahlbar.,,,Wird freigeschaltet wenn Ihr als Schamane Stufe 59 erreicht.
<b>Kampfschrei:</b> Ruft einen Eber (1/1) herbei.,Basic,Minion,CS2_196,Jägerin der Klingenhauer,Horde,Common,3,2,3,Battlecry,,,,True,Clint Langley,,Einmal hat sich jemand mit Zahna ein Späßchen erlaubt. Ein einziges Mal.,,,Wird freigeschaltet wenn Ihr als Jäger Stufe 55 erreicht.
,Basic,Hero,HERO_08,Jaina Prachtmeer,Neutral,Free,,,30,,,,Mage,True,,,,,,
Verleiht Euren Dienern +3 Angriff in diesem Zug.,Basic,Spell,CS2_046,Kampfrausch,Neutral,Common,5,,,,,,Shaman,True,Luca Zontini,,blaarghghLLGHRHARAAHAHHH!!,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
+3 Angriff in diesem Zug.,Basic,Enchantment,CS2_046e,Kampfrausch,,,,,,OneTurnEffect,,,Shaman,,,,,,,
,Basic,Minion,CS2_201,Kernhund,,Common,7,9,5,,,,,True,E.M. Gist,Beast,Einen Kernhund zähmt man nicht man bringt ihm nur bei jemand anderen als sein Herrchen zu fressen.,,,Wird freigeschaltet wenn Ihr als Jäger Stufe 51 erreicht.
+2 Angriff in diesem Zug.,Basic,Enchantment,CS2_005o,Klaue,,,,,,OneTurnEffect,,,Druid,,,,,,,
Verleiht Eurem Helden +2 Angriff in diesem Zug und 2 Rüstung.,Basic,Spell,CS2_005,Klaue,Neutral,Free,1,,,,,,Druid,True,Dany Orizio,,Die Klaue bestimmt wer geht und wer bleibt.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
Euer Held hat +1 Angriff in diesem Zug.,Basic,Enchantment,CS2_017o,Klauen,,,,,,OneTurnEffect,,,Druid,,,,,,,
Zieht jedes Mal eine Karte wenn ein Diener geheilt wird.,Basic,Minion,CS2_235,Klerikerin von Nordhain,,Free,1,1,3,HealTarget,,,Priest,True,Terese Nielsen,,Sie helfen den Bedürftigen heilen schwerste Wunden und sie backen Schokoladenplätzchen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
,Basic,Weapon,CS2_080,Klinge des Assassinen,Neutral,Common,5,3,,,4,,Rogue,True,Brian Huang,,Gehörte garantiert einem echten Assassinen. Zertifikat liegt bei.,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
<b>Zauberschaden +1</b>,Basic,Minion,CS2_142,Koboldgeomant,Horde,Common,2,2,2,Spellpower,,,,True,Gabor Szikszai,,Früher waren die Kobolde noch die besten Kerzenhändler im ganzen Land. Aber irgendwann reichte es ihnen ...,,,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 59 erreicht.
Lasst einen feindlichen Diener auf die Hand Eures Gegners zurückkehren.,Basic,Spell,EX1_581,Kopfnuss,Neutral,Free,2,,,,,,Rogue,True,Scott Altmann,,Verschafft den Gegnern des Schurken eine Denkpause.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
,Basic,Minion,CS2_186,Kriegsgolem,Neutral,Common,7,7,7,,,,,True,Dave Kendall,,Golems kennen keine Angst aber aus irgendeinem Grund fliehen sie trotzdem wenn man „Furcht“ auf sie wirkt. Instinkt vielleicht? Der Wunsch dazuzugehören?,,,Wird freigeschaltet wenn Ihr als Schurke Stufe 51 erreicht.
Jedes Mal wenn Ihr einen Diener mit max. 3 Angriff herbeiruft erhält dieser <b>Ansturm</b>.,Basic,Minion,EX1_084,Kriegshymnenanführerin,Neutral,Free,3,2,3,,,,Warrior,True,Wei Wang,,Im Kriegshymnenklan geht es oft hoch her. Man sollte es sich gut überlegen dort Anführer zu werden.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_065,Leerwandler,Neutral,Free,1,1,3,Taunt,,,Warlock,True,Alex Horley Orlandelli,Demon,Bitte nicht mit den „Lehrensuchern“ verwechseln. Kommt öfter vor als man denkt.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
Andere befreundete Diener haben +1 Angriff.,Basic,Minion,NEW1_033,Leokk,,Common,3,2,4,,,,Hunter,,,Beast,,,,
<b>Spott</b>.,Basic,Enchantment,CS2_041e,Macht der Ahnen,,,,,,Taunt,,,Shaman,,,,,,,
Verleiht Euren Totems +2 Leben.,Basic,Spell,EX1_244,Macht der Totems,Neutral,Common,0,,,,,,Shaman,True,Trent Kaniuga,,Und da ist er wieder – der Moment in dem der Gegner zu der Erkenntnis kommt dass er dieses Totem besser in der letzten Runde hätte vernichten sollen.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
+2 Leben.,Basic,Enchantment,EX1_244e,Macht der Totems,,,,,,,,,Shaman,,,,,,,
Verleiht einem Diener +2 Leben. Zieht eine Karte.,Basic,Spell,CS2_004,Machtwort: Schild,Neutral,Free,1,,,,,,Priest,True,Jessica Jung,,Klar der zusätzliche Schutz ist toll aber der Schild verringert die Sicht doch ziemlich.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
+2 Leben.,Basic,Enchantment,CS2_004e,Machtwort: Schild,,,,,,,,,Priest,,,,,,,
<b>Zauberschaden +1</b>,Basic,Minion,EX1_582,Magier von Dalaran,Neutral,Common,3,1,4,Spellpower,,,,True,Jim Nelson,,Krieger von Dalaran sind deutlich seltener.,,,Wird freigeschaltet wenn Ihr als Magier Stufe 59 erreicht.
,Basic,Minion,CS2_118,Magmawüter,,Free,3,5,1,,,,,True,Matt Gaser,,Er hält sich noch immer für ziemlich mächtig doch eigentlich kann heutzutage jeder den Geschmolzenen Kern im Alleingang bewältigen.,,,Wird freigeschaltet wenn Ihr als Schamane Stufe 51 erreicht.
Verleiht einem Diener <b>Spott</b> und +2/+2.<i> (+2 Angriff/+2 Leben)</i>,Basic,Spell,CS2_009,Mal der Wildnis,Neutral,Free,2,,,,,,Druid,True,Brad Vancata,,Nicht zu verwechseln mit Malle der Wildnis dem Lieblingsurlaubsort der Druiden von Nachthafen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
Dieser Diener hat +2/+2 und <b>Spott</b>.,Basic,Enchantment,CS2_009e,Mal der Wildnis,,,,,,,,,Druid,,,,,,,
Dieser Diener hat 1 Leben.,Basic,Enchantment,CS2_084e,Mal des Jägers,,,,,,,,,Hunter,,,,,,,
Setzt das Leben eines Dieners auf 1.,Basic,Spell,CS2_084,Mal des Jägers,Neutral,Common,0,,,,,,Hunter,True,Jimmy Lo,,Dieses Mal ist Euer letztes Mal.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
,Basic,Hero,HERO_06,Malfurion Sturmgrimm,Neutral,Free,,,30,,,,Druid,True,,,,,,
,Basic,Minion,EX1_025t,Mechanischer Drachling,Neutral,Common,1,2,1,,,,,,,Mech,,,,
Fügt zwei zufälligen feindlichen Dienern $3 Schaden zu.,Basic,Spell,DS1_183,Mehrfachschuss,Neutral,Free,4,,,,,,Hunter,True,Benjamin Zhang,,Geteiltes Leid ist ... doppeltes Leid.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
Fügt einem unverletzten Diener $2 Schaden zu.,Basic,Spell,CS2_072,Meucheln,Neutral,Free,0,,,,,,Rogue,True,Michael Sutfin,,Es ist immer wieder verblüffend wie oft Euer Gegner sich umdreht wenn Ihr „Schau da drüben!“ ruft.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
<b>Spott</b>,Basic,Minion,NEW1_032,Misha,,Common,3,4,4,Taunt,,,Hunter,,,Beast,,,,
Dieser Murloc hat +1 Angriff.,Basic,Enchantment,EX1_508o,Mlarggragllabl!,,,,,,,,,,,,,,,,
Verursacht $1 Schaden.,Basic,Spell,CS2_008,Mondfeuer,Neutral,Common,0,,,,,,Druid,True,Richard Wright,,„Wirkt Mondfeuer – immer und immer wieder.“ – Leitfaden für Druiden Kapitel 5 Abschnitt 3,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
<b>Kampfschrei:</b> Ruft einen Murlocspäher (1/1) herbei.,Basic,Minion,EX1_506,Murlocgezeitenjäger,Neutral,Common,2,2,1,Battlecry,,,,True,Dan Scott,Murloc,Bei Ebbe und bei Flut der Tod steht Euch gut!,,,Wird freigeschaltet wenn Ihr als Schurke Stufe 53 erreicht.
,Basic,Minion,CS2_168,Murlocräuber,Alliance,Free,1,2,1,,,,,True,Dan Scott,Murloc,Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!,,,Wird freigeschaltet wenn Ihr als Priester Stufe 51 erreicht.
,Basic,Minion,EX1_506a,Murlocspäher,Neutral,Common,0,1,1,,,,,,,Murloc,,,,
<b>Kampfschrei: </b>Fügt dem feindlichen Helden 3 Schaden zu.,Basic,Minion,EX1_593,Nachtklinge,Neutral,Free,5,4,4,Battlecry,,,,True,Raymond Swanland,,In Eurem Gesicht habt Ihr wahrscheinlich nicht gern einen Dolch stecken doch genau dort stecken ihn Schurken besonders gern hin.,,,Wird freigeschaltet wenn Ihr als Druide Stufe 53 erreicht.
Leider wurde die Karte die Ihr EINST besaßt entfernt. Aber nehmt doch diese hier!,Basic,Spell,GAME_006,NEEEEIIIIIIN,,,2,,,,,,,,,,Sogar der Beschreibungstext musste dran glauben. Mist.,,,
,Basic,Minion,CS2_119,Oasenschnappkiefer,,Free,4,2,7,,,,,True,Ittoku,Beast,Lasst Euch bloß nicht von ihm in seiner Oase schnappen.,,,Wird freigeschaltet wenn Ihr als Druide Stufe 51 erreicht.
,Basic,Minion,CS2_200,Oger der Felsfäuste,,Free,6,6,7,,,,,True,Brian Despain,,Rechtfertigt seine Kosten durch felsenfeste Argumente.,,,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 51 erreicht.
<b>Zauberschaden +1</b>,Basic,Minion,CS2_197,Ogermagier,Neutral,Common,4,4,4,Spellpower,,,,True,James Ryman,,Es war eine äußerst fragwürdige Entscheidung Ogern das Zaubern beizubringen.,,,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 55 erreicht.
Vernichtet einen Dämon. Stellt bei Eurem Helden #5 Leben wieder her.,Basic,Spell,NEW1_003,Opferpakt,,Common,0,,,,,,Warlock,True,Jim Nelson,,Der Grund dafür dass Freundschaft zwischen Dämonen und Hexenmeistern immer eine sehr fragile Sache ist.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Fügt einem Feind $4 Schaden und allen anderen Feinden $1 Schaden zu.,Basic,Spell,CS2_012,Prankenhieb,Neutral,Common,4,,,,,,Druid,True,Sean O’Daniels,,Wenn ein Bär sich aufrichtet und seine Arme ausstreckt dann steht Euch entweder eine Umarmung oder ein Prankenhieb bevor. Viel Glück.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
+2/+2 und <b>Spott</b>.,Basic,Enchantment,DS1_070o,Präsenz des Meisters,,,,,,,,,Hunter,,,,,,,
Da Ihr als Zweites dran seid wird Euer zuerst ausgespielter Diener stärker.,Basic,Enchantment,GAME_003e,Rache der Münze,,,,,,,,,,,,,,,,
Da Ihr als Zweites dran seid wird Euer zuerst ausgespielter Diener stärker.,Basic,Enchantment,GAME_003,Rache der Münze,,,,,,,,,,,,,,,,
,Basic,Minion,CS2_101t,Rekrut der Silbernen Hand,,Free,1,1,1,,,,Paladin,,,,,,,
,Basic,Hero,HERO_05,Rexxar,Neutral,Free,,,30,,,,Hunter,True,,,,,,
<b>Ansturm</b>,Basic,Minion,CS2_131,Ritter von Sturmwind,Alliance,Common,4,2,5,Charge,,,,True,Ladronn,,Die ganze Sache mit Todesschwinge ist ihm immer noch ein bisschen peinlich.,,,Wird freigeschaltet wenn Ihr als Paladin Stufe 55 erreicht.
<b>Kampfschrei:</b> Zerstört die Waffe Eures Gegners.,Basic,Minion,EX1_066,Säurehaltiger Schlamm,Alliance,Common,2,3,2,Battlecry,,,,True,Chris Rahn,,Früher trug ein Schlamm der was auf sich hielt auch gern mal Fliege.,,,Wird freigeschaltet wenn Ihr als Schurke Stufe 57 erreicht.
,Basic,Minion,CS2_tk1,Schaf,Neutral,Common,0,1,1,,,,,,,Beast,,,,
Fügt einem Diener $4 Schaden zu.,Basic,Spell,CS2_057,Schattenblitz,Neutral,Free,3,,,,,,Warlock,True,Dave Allsop,,Es ist ein Blitz. Ein Blitz aus Schatten. Mehr braucht Ihr nicht zu wissen!,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
Vernichtet einen Diener mit max. 3 Angriff.,Basic,Spell,CS2_234,Schattenwort: Schmerz,,Free,2,,,,,,Priest,True,Raymond Swanland,,Dazu muss gesagt werden dass das Ausmaß der Schmerzen nicht näher beschrieben ist. Es ist also unklar wie viel Angst Ihr davor haben solltet.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
Vernichtet einen Diener mit mind. 5 Angriff.,Basic,Spell,EX1_622,Schattenwort: Tod,,Common,3,,,,,,Priest,True,Raymond Swanland,,Wenn dieser Zauber danebengeht hinterlässt er lediglich eine blitzförmige Narbe auf Eurem Ziel.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 43 freigeschaltet.
Erhaltet 5 Rüstung. Zieht eine Karte.,Basic,Spell,EX1_606,Schildblock,Neutral,Common,3,,,,,,Warrior,True,Michael Komarck,,Tausendmal besser als Gesichtsblock.,,Wird auf Stufe 8 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_179,Schildmeista von Senjin,Horde,Free,4,3,5,Taunt,,,,True,Brian Despain,,Senjin ist ein grandioser Ort wenn man Gefallen an Trollen und Staub findet.,,,Wird freigeschaltet wenn Ihr als Schurke Stufe 59 erreicht.
Eure anderen Diener haben +1 Angriff.,Basic,Minion,CS2_122,Schlachtzugsleiter,,Free,3,2,2,Aura,,,,True,Phill Gonzales,,„Das sind 50 Minus-DKP!“,,,Wird freigeschaltet wenn Ihr als Krieger Stufe 57 erreicht.
<b>Kampfschrei:</b> Fügt ALLEN anderen Charakteren 1 Schaden zu.,Basic,Minion,CS2_064,Schreckenshöllenbestie,Neutral,Common,6,6,6,Battlecry,,,Warlock,True,Zoltan & Gabor,Demon,„INFERNOOOOOOOOOOOO!“ – Jaraxxus Eredarlord der Brennenden Legion,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
<b>Kampfschrei:</b> Verursacht 1 Schaden.,Basic,Minion,CS2_141,Schütze von Eisenschmiede,Alliance,Common,3,2,2,Battlecry,,,,True,Tooth,,„Laden! Entsichern! Trinken!“,,,Wird freigeschaltet wenn Ihr als Magier Stufe 55 erreicht.
Verursacht $4 Schaden. Werft eine zufällige Karte ab.,Basic,Spell,EX1_308,Seelenfeuer,Neutral,Common,1,,,,,,Warlock,True,Raymond Swanland,,Setzt Ihr eine Seele in Brand? Oder verbrennt Ihr jemanden mit Eurer EIGENEN Seele? Der Unterschied scheint nicht unwesentlich zu sein.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
+1/+1.,Basic,Enchantment,EX1_019e,Segen der Klerikerin,,,,,,,,,Priest,,,,,,,
Verleiht einem Diener +4/+4. <i>(+4 Angriff/+4 Leben)</i>,Basic,Spell,CS2_092,Segen der Könige,Neutral,Common,4,,,,,,Paladin,True,Lucas Graciano,,Wenn man die Anzahl der Könige betrachtet die einem Attentat zum Opfer fielen seid Ihr Euch dann noch sicher dass Ihr deren Segen haben möchtet?,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
+4/+4.,Basic,Enchantment,CS2_092e,Segen der Könige,,,,,,,,,Paladin,,,,,,,
+3 Angriff.,Basic,Enchantment,CS2_087e,Segen der Macht,Neutral,,,,,,,,Paladin,,,,,,,
Verleiht einem Diener +3 Angriff.,Basic,Spell,CS2_087,Segen der Macht,Neutral,Free,1,,,,,,Paladin,True,Zoltan Boros,,„Wie in: MACHT Platz oder es setzt was.“ – Toad Mackle frisch gesegnet,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 45 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_127,Silberrückenpatriarch,Horde,Common,3,1,4,Taunt,,,,True,Daren Bader,Beast,Er tut so als hätte er etwas zu sagen aber eigentlich hat die Silberrückenmatriarchin die sprichwörtlichen Hosen an.,,,Wird freigeschaltet wenn Ihr als Krieger Stufe 53 erreicht.
<b></b>,Basic,Minion,skele11,Skelett,Neutral,Common,1,1,1,,,,,,,,,,,
Fügt zwei zufälligen feindlichen Dienern $2 Schaden zu.,Basic,Spell,CS2_114,Spalten,Neutral,Common,2,,,,,,Warrior,True,Phroilan Gardner,,„Ein bisschen näher zusammen noch bitte – ja genau so ...“,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_mirror,Spiegelbild,Neutral,Common,0,0,2,Taunt,,,Mage,,,,,,,
Ruft zwei Diener (0/2) mit <b>Spott</b> herbei.,Basic,Spell,CS2_027,Spiegelbild,Neutral,Common,1,,,,,,Mage,True,Jim Nelson,,Oh seht! Ein Spiegelbild!dliblegeipS niE !thes hO,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
Zieht 4 Karten.,Basic,Spell,CS2_077,Sprinten,Neutral,Common,7,,,,,,Rogue,True,James Zhang,,Schurken sind keine Ausdauersportler.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
<b>Ansturm</b>,Basic,Minion,CS2_171,Steinhauereber,Neutral,Free,1,1,1,Charge,,,,True,Howard Lyon,Beast,Diese Karte ist saugeil!,,,Wird freigeschaltet wenn Ihr als Jäger Stufe 53 erreicht.
<b>Spott</b>,Basic,Minion,CS2_051,Steinklauentotem,Neutral,Free,1,0,2,Taunt,,,Shaman,,,Totem,,,,
Verursacht $5 Schaden. Zieht eine Karte.,Basic,Spell,EX1_173,Sternenfeuer,Neutral,Common,6,,,,,,Druid,True,Alex Horley Orlandelli,,Das Gleichgewicht liegt Druiden sehr am Herzen. Deshalb hat diese Karte das gleiche Gewicht wie alle anderen Karten.,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 45 freigeschaltet.
Tundranashorn verleiht <b>Ansturm</b>.,Basic,Enchantment,DS1_178e,Sturmangriff,,,,,,,,,Hunter,,,,,,,
+2 Angriff und <b>Ansturm</b>.,Basic,Enchantment,CS2_103e2,Sturmangriff,,,,,,,,,Warrior,,,,,,,
Verleiht einem befreundeten Diener +2 Angriff und <b>Ansturm</b>.,Basic,Spell,CS2_103,Sturmangriff,Neutral,Free,3,,,,,,Warrior,True,Alex Horley Orlandelli,,„He Leute! Macht mal etwas langsamer!“ – Überraschter Diener,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
