TYPE,SET,HEALTH,ID,NAME,TEXT,FACTION,RARITY,COST,MECHANICS,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Spell,Basic,,CS2_008,Fogo Lunar,Cause $1 de dano.,Neutral,Common,0,,,,Druid,,True,Richard Wright,,&bdquo;Comece a lançar Fogo Lunar e não pare nunca.&bdquo; — Como ser um Druida Capítulo 5 Seção 3,,Disponível no nível 6.,Disponível no nível 40.
Minion,Basic,2,CS2_213,Fogueteira Descuidada,<b>Investida</b>,Horde,Free,6,Charge,,5,,,True,John Polidora,,Um Fogueteiro Maluco. Um Foguete cheio de Explosivos. Loucas confusões.,,,Disponível para Xamã no nível 59.
Spell,Basic,,CS2_039,Fúria dos Ventos,Conceda <b>Fúria dos Ventos</b> a um lacaio.,Neutral,Free,2,,,,Shaman,,True,Justin Sweet,,Fúria dos Ventos é como Fúria da Terra e Fúria do Fogo só que mais leve e aerada.,,Disponível no nível 1.,Disponível no nível 23.
Minion,Basic,1,CS2_118,Furiante de Magma,,,Free,3,,,5,,,True,Matt Gaser,,Ele gosta de se achar poderoso mas praticamente qualquer um consegue solar o Núcleo Derretido hoje em dia.,,,Disponível para Xamã no nível 51.
Spell,Basic,,CS2_005,Garra,Conceda +2 de Ataque ao seu herói neste turno e 2 de Armadura.,Neutral,Free,1,,,,Druid,,True,Dany Orizio,,A garra decide quem fica e quem vai.,,Disponível no nível 1.,Disponível no nível 32.
Enchantment,Basic,,CS2_005o,Garra,+2 de Ataque neste turno.,,,,OneTurnEffect,,,Druid,,,,,,,,
Enchantment,Basic,,CS2_017o,Garras,Seu herói tem +1 de Ataque neste turno.,,,,OneTurnEffect,,,Druid,,,,,,,,
Hero,Basic,30,HERO_01,Garrosh Grito Infernal,,Neutral,Free,,,,,Warrior,,True,,,,,,
Minion,Basic,2,CS2_142,Geomante Kobold,<b>+1 de Dano Mágico</b>,Horde,Common,2,Spellpower,,2,,,True,Gabor Szikszai,,Antigamente os Kobolds eram os melhores comerciantes de vela da região. Até que começaram a abusar da paciência deles.,,,Disponível para Bruxo no nível 59.
Minion,Basic,7,CS2_186,Golem de Guerra,,Neutral,Common,7,,,7,,,True,Dave Kendall,,Golens não têm medo mas por alguma razão eles correm quando você lança Medo neles. Instinto talvez? Um desejo de se enturmar?,,,Disponível para Ladino no nível 51.
Spell,Basic,,CS2_032,Golpe Flamejante,Cause $4 de dano a todos os lacaios inimigos.,Neutral,Common,7,,,,Mage,,True,Romain De Santi,,Se tiver fogo no chão você <i>não</i> deve parar cair e rolar.,,Disponível no nível 10.,Disponível no nível 51.
Enchantment,Basic,,CS2_105e,Golpe Heroico,+4 de Ataque neste turno.,,,,OneTurnEffect,,,Warrior,,,,,,,,
Spell,Basic,,CS2_105,Golpe Heroico,Conceda +4 de Ataque ao seu herói neste turno.,Neutral,Free,2,,,,Warrior,,True,Jonboy Meyers,,Bom se você for um herói <i>todos</i> os golpes são assim.,,Disponível no nível 1.,Disponível no nível 15.
Spell,Basic,,CS2_075,Golpe Sinistro,Cause $3 de dano ao herói inimigo.,Neutral,Free,1,,,,Rogue,,True,Frank Cho,,Tem alguma coisa nesse golpe que é estranha. Sinistra talvez.,,Disponível no nível 1.,Disponível no nível 15.
Minion,Basic,2,EX1_066,Gosma Ácida do Pântano,<b>Grito de Guerra:</b> Destrua a arma do seu oponente.,Alliance,Common,2,Battlecry,,3,,,True,Chris Rahn,,Gosmas adoram Flamenco. Melhor nem perguntar.,,,Disponível para Ladino no nível 57.
Minion,Basic,4,CS2_187,Guarda da Angra do Butim,<b>Provocar</b>,Horde,Common,5,Taunt,,5,,,True,Matt Cavotta,,Você pode contratá-lo... até alguém oferecer a ele mais dinheiro ainda para trair você.,,,Disponível para Xamã no nível 55.
Minion,Basic,6,CS2_088,Guardião dos Reis,<b>Grito de Guerra:</b> Restaure 6 de Vida do seu herói.,Neutral,Common,7,Battlecry,,5,Paladin,,True,E.M. Gist,,Seres sagrados do além são tão clichê!,,Disponível no nível 8.,Disponível no nível 47.
Minion,Basic,1,CS2_173,Guerreiro Guelrazul,<b>Investida</b>,Neutral,Common,2,Charge,,2,,,True,Jakub Kasper,Murloc,Ele só quer um abraço... um bem molenga e gosmento...,,,Disponível para Paladino nível 53.
Hero,Basic,30,HERO_07,Gul&sbquo;dan,,Neutral,Free,,,,,Warlock,,True,,,,,,
Enchantment,Basic,,EX1_360e,Humildade,Ataque mudado para 1.,Neutral,,,,,,Paladin,,,,,,,,
Spell,Basic,,EX1_360,Humildade,Mude o Ataque de um lacaio para 1.,Neutral,Common,1,,,,Paladin,,True,Daren Bader,,Este card deixa alguma coisa bem molhada. Ah não. É &bdquo;Umidade&bdquo;.,,Disponível no nível 6.,Disponível no nível 28.
Minion,Basic,2,CS2_mirror,Imagem Espelhada,<b>Provocar</b>,Neutral,Common,0,Taunt,,0,Mage,,,,,,,,
Spell,Basic,,CS2_027,Imagem Espelhada,Evoque dois lacaios 0/2 com <b>Provocar</b>.,Neutral,Common,1,,,,Mage,,True,Jim Nelson,,Olha só é uma Imagem Espelhada! !adahlepsE megamI amu è òs ahlO,,Disponível no nível 4.,Disponível no nível 36.
Hero Power,Basic,,CS2_034,Impacto Ígneo,<b>Poder Heroico</b>
Cause 1 de dano.,Neutral,Free,2,,,,Mage,,,,,,,,
Spell,Basic,,DS1_233,Impacto Mental,Cause $5 de dano ao herói inimigo.,Neutral,Free,2,,,,Priest,,True,Dave Allsop,,Este feitiço causa um impacto direto na sua MENTE.,,Disponível no nível 1.,Disponível no nível 15.
Minion,Basic,6,CS2_064,Infernal Medonho,<b>Grito de Guerra:</b> Cause 1 de dano a TODOS os personagens.,Neutral,Common,6,Battlecry,,6,Warlock,,True,Zoltan & Gabor,Demon,&bdquo;INFERNOOOOOOOOOO!&bdquo; - Jaraxxus lorde Eredar da Legião Ardente,,Disponível no nível 10.,Disponível no nível 23.
Enchantment,Basic,,CS2_041e,Infusão Ancestral,Provocar.,,,,Taunt,,,Shaman,,,,,,,,
Spell,Basic,,CS2_023,Intelecto Arcano,Compre 2 cards.,Neutral,Free,3,,,,Mage,,True,Dave Berggren,,Jogar esse card deixa você mais ESPERTO. E vamos concordar: você anda precisando né?,,Disponível no nível 1.,Disponível no nível 15.
Minion,Basic,4,CS2_147,Inventora Gnômica,<b>Grito de Guerra:</b> Compre um card.,Alliance,Common,4,Battlecry,,2,,,True,Court Jones,,Ela nunca tem certeza do que está fazendo mas sabe que é DEMAIS!,,,Disponível para Sacerdote no nível 57.
Enchantment,Basic,,DS1_178e,Investida,Rinoceronte da Tundra concede <b>Investida</b>.,,,,,,,Hunter,,,,,,,,
Enchantment,Basic,,EX1_084e,Investida,Este lacaio ganha <b>Investida</b>.,,,,,,,Warrior,,,,,,,,
Spell,Basic,,CS2_103,Investida,Conceda +2 de Ataque e <b>Investida</b> a um lacaio aliado.,Neutral,Free,3,,,,Warrior,,True,Alex Horley Orlandelli,,&bdquo;Galera! Galera! Mais devagar!&bdquo; — Algum tipo de lacaio não-guerreiro.,,Disponível no nível 1.,Disponível no nível 23.
Enchantment,Basic,,CS2_103e2,Investida,+2 de Ataque e <b>Investida</b>.,,,,,,,Warrior,,,,,,,,
Hero,Basic,30,HERO_08,Jaina Proudmore,,Neutral,Free,,,,,Mage,,True,,,,,,
Minion,Basic,1,CS2_boar,Javali,,Neutral,Common,1,,,1,,,,,Beast,,,,
Minion,Basic,1,CS2_171,Javali Pedratusco,<b>Investida</b>,Neutral,Free,1,Charge,,1,,,True,Howard Lyon,Beast,Esse card javali muito a pena.,,,Disponível para Caçador no nível 53.
Weapon,Basic,,CS2_091,Justiça da Luz,,Neutral,Free,1,,,1,Paladin,4,True,Glenn Rane,,O Príncipe Malquezaar foi um colecionador de armas raras. Ele as animava para que dançassem para ele.,,Disponível no nível 1.,Disponível no nível 36.
Enchantment,Basic,,EX1_565o,Labaredas,+2 de Ataque do Totem de Labaredas.,,,,,,,Shaman,,,,,,,,
Weapon,Basic,,CS2_080,Lâmina do Assassino,,Neutral,Common,5,,,3,Rogue,4,True,Brian Huang,,Garantia de propriedade de um assassino real. Inclui certificado de autenticidade.,,Disponível no nível 2.,Disponível no nível 32.
Minion,Basic,4,EX1_593,Lâmina Soturna,<b>Grito de Guerra:</b> Cause 3 de dano ao herói inimigo.,Neutral,Free,5,Battlecry,,4,,,True,Raymond Swanland,,O lugar onde você menos gostaria de levar uma adaga é a sua cara (e é onde os ladinos gostam de tacar adagas).,,,Disponível para Druida no nível 53.
Enchantment,Basic,,GAME_004,LDT,Seus turnos são mais curtos.,,,,,,,,,,,,,,,
Minion,Basic,4,NEW1_033,Leokk,Outros lacaios aliados têm +1 de Ataque.,,Common,3,,,2,Hunter,,,,Beast,,,,
Spell,Basic,,EX1_129,Leque de Facas,Cause $1 de dano a todos os lacaios inimigos. Compre um card.,Neutral,Common,3,,,,Rogue,,True,Andrew Robinson,,Eu não diria que ADORO facas. Mas sou fã com certeza.,,Disponível no nível 4.,Disponível no nível 29.
Spell,Basic,,EX1_606,Levantar Escudo,Receba 5 de Armadura.
Compre um card.,Neutral,Common,3,,,,Warrior,,True,Michael Komarck,,Escudos foram inventados porque defender uma espada com os braços não serve de nada.,,Disponível no nível 8.,Disponível no nível 28.
Minion,Basic,2,CS2_122,Líder do Raide,Seus outros lacaios têm +1 de Ataque.,,Free,3,Aura,,2,,,True,Phill Gonzales,,&bdquo;Parem de conar seus cones!&bdquo;,,,Disponível para Guerreiro no nível 57.
Minion,Basic,1,DS1_175,Lobo Silvestre,Suas outras Feras têm +1 de Ataque.,Neutral,Free,1,Aura,,1,Hunter,,True,Malcolm Davis,Beast,As outras feras adoram ficar perto de lobos silvestres.,,Disponível no nível 1.,Disponível no nível 23.
Minion,Basic,5,CS2_162,Lorde da Arena,<b>Provocar</b>,Alliance,Common,6,Taunt,,6,,,True,E.M. Gist,,Ele costumava ser um jogador de arena com mais de 2100 pontos mas isso foi há anos e ninguém nunca conseguiu fazer ele parar de se gabar.,,,Disponível para Sacerdote no nível 59.
Spell,Basic,,CS2_089,Luz Sagrada,Restaure #6 de Vida.,Neutral,Free,2,,,,Paladin,,True,Zoltan & Gabor,,Se você sempre se expõe à Luz Sagrada deveria começar a pensar em usar um protetor solar.,,Disponível no nível 1.,Disponível no nível 15.
Weapon,Basic,,CS2_106,Machado de Guerra Abrasador,,Neutral,Free,2,,,3,Warrior,2,True,Lucas Graciano,,Nos tempos de tranquilidade e harmonia esta arma era chamada por seu nome menos conhecido Machado da Paz Na Moral Aí.,,Disponível no nível 1.,Disponível no nível 49.
Hero Power,Basic,,CS2_083b,Maestria em Adagas,<b>Poder Heroico</b>
Equipe uma Adaga 1/2.,Neutral,Free,2,,,,Rogue,,,,,,,,
Minion,Basic,4,EX1_582,Mago de Dalaran,<b>+1 de Dano Mágico</b>,Neutral,Common,3,Spellpower,,1,,,True,Jim Nelson,,Você não vê muitos guerreiros de Dalaran.,,,Disponível para Mago no nível 59.
Hero,Basic,30,HERO_06,Malfurion Tempesfúria,,Neutral,Free,,,,,Druid,,True,,,,,,
Minion,Basic,1,EX1_011,Mandingueiro Vodu,<b>Grito de Guerra:</b> Restaure 2 de Vida.,Horde,Free,1,Battlecry,,2,,,True,Karl Richardson,,O Vodu é uma arte mal compreendida. Mas ainda <i>é</i> arte.,,,Disponível para Ladino no nível 55.
Spell,Basic,,EX1_371,Mão da Proteção,Conceda <b>Escudo Divino</b> a um lacaio.,Neutral,Free,1,,,,Paladin,,True,Clint Langley,,Este feitiço foi renomeado tantas vezes que nem mesmo os paladinos sabem como deve ser chamado.,,Disponível no nível 1.,Disponível no nível 23.
Spell,Basic,,CS2_084,Marca do Caçador,Muda a Vida de um lacaio para 1.,Neutral,Common,0,,,,Hunter,,True,Jimmy Lo,,Nunca brinque de &bdquo;esconde-esconde&bdquo; com um Caçador.,,Disponível no nível 6.,Disponível no nível 40.
Enchantment,Basic,,CS2_084e,Marca do Caçador,Este lacaio tem 1 de Vida.,,,,,,,Hunter,,,,,,,,
Spell,Basic,,CS2_009,Marca do Indomado,Conceda <b>Provocar</b> e +2/+2 a um lacaio.<i> (+2 de Ataque/+2 de Vida)</i>,Neutral,Free,2,,,,Druid,,True,Brad Vancata,,Não confundir com Marca do Lindonaldo.,,Disponível no nível 1.,Disponível no nível 28.
Enchantment,Basic,,CS2_009e,Marca do Indomado,Este lacaio tem +2/+2 e <b>Provocar</b>.,,,,,,,Druid,,,,,,,,
Spell,Basic,,CS2_094,Martelo da Ira,Cause $3 de dano.
Compre um card.,Neutral,Free,4,,,,Paladin,,True,Efrem Palacios,,Um bom paladino tem muitas ferramentas. Martelo da Ira Alicate da Vingança Serrote da Justiça etc.,,Disponível no nível 1.,Disponível no nível 32.
Minion,Basic,4,EX1_025,Mecânica de Dragonete,<b>Grito de Guerra:</b> Evoque um Dragonete Mecânico 2/1.,Alliance,Common,4,Battlecry,,2,,,True,Warren Mahy,,Ela ainda está tentando instalar o Lança-foguetes no Sr. Mord.,,,Disponível para Mago no nível 53.
Minion,Basic,3,DS1_070,Mestre de Matilha,<b>Grito de Guerra:</b> Conceda +2/+2 e <b>Provocar</b> a uma Fera aliada.,Neutral,Free,4,Battlecry,,4,Hunter,,True,Dan Brereton,,&bdquo;Quem soltou os cachorros&bdquo; pergunta ele. É pura retórica.,,Disponível no nível 1.,Disponível no nível 28.
Minion,Basic,5,CS2_179,Mestre Escudeiro de Sen&sbquo;jin,<b>Provocar</b>,Horde,Free,4,Taunt,,3,,,True,Brian Despain,,A Aldeia Sen&sbquo;jin é muito legal. Se você gosta de trolls e poeira.,,,Disponível para Ladino no nível 59.
Hero Power,Basic,,CS2_017,Metamorfose,<b>Poder Heroico</b>
+1 de Ataque neste turno.
+1 de Armadura.,Neutral,Free,2,,,,Druid,,,,,,,,
Minion,Basic,4,NEW1_032,Misha,<b>Provocar</b>,,Common,3,Taunt,,4,Hunter,,,,Beast,,,,
Spell,Basic,,EX1_277,Mísseis Arcanos,Cause $3 de dano dividido aleatoriamente entre os personagens inimigos.,Neutral,Free,1,ImmuneToSpellpower,,,Mage,,True,Warren Mahy,,E você que pensava que ficaria um pouco mais fácil controlar os mísseis sendo um mago poderoso e tal.,,Disponível no nível 1.,Disponível no nível 32.
Enchantment,Basic,,EX1_508o,Mlarggragllabl!,Este Murloc tem +1 de Ataque.,,,,,,,,,,,,,,,
Minion,Basic,7,CS2_119,Mordelisca do Oásis,,,Free,4,,,2,,,True,Ittoku,Beast,Seus sonhos de voar e cuspir fogo como seu ídolo nunca se realizarão.,,,Disponível para Druida no nível 51.
Minion,Basic,1,EX1_506,Murloc Caçamaré,<b>Grito de Guerra:</b> Evoque um Batedor Murloc 1/1.,Neutral,Common,2,Battlecry,,2,,,True,Dan Scott,Murloc,&bdquo;A morte surgirá das marés!&bdquo;,,,Disponível para Ladino no nível 53.
Minion,Basic,1,CS2_168,Murloc Saqueador,,Alliance,Free,1,,,2,,,True,Dan Scott,Murloc,Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!,,,Disponível para Sacerdote no nível 51.
Spell,Basic,,GAME_006,NÃÃÃÃÃÃÃÃÃÃOOOOO,De alguma forma o card que você TINHA foi excluído. Mas pode ficar com esse aqui no lugar!,,,2,,,,,,,,,Até o texto foi excluído. Caramba.,,,
Spell,Basic,,CS2_026,Nova Congelante,<b>Congele</b> todos os lacaios inimigos.,Neutral,Common,3,Freeze,,,Mage,,True,Josh Tallman,,Isso é frio hein? Literal e metaforicamente.,,Disponível no nível 6.,Disponível no nível 23.
Spell,Basic,,CS1_112,Nova Sagrada,Cause $2 de dano a todos os inimigos. Restaure #2 de Vida de todos os personagens aliados.,Neutral,Common,5,,,,Priest,,True,Luca Zontini,,Se a Luz Sagrada abandonar você boa sorte ao usar esse feitiço. Ah e você deve ser um babaca.,,Disponível no nível 6.,Disponível no nível 45.
Minion,Basic,4,CS2_197,Ogro Mago,<b>+1 de Dano Mágico</b>,Neutral,Common,4,Spellpower,,4,,,True,James Ryman,,Treinar ogros na arte de lançar feitiços é uma decisão condenável.,,,Disponível para Bruxo no nível 55.
Minion,Basic,7,CS2_200,Ogro Punho de Pedra,,,Free,6,,,6,,,True,Brian Despain,,&bdquo;EU TEM ATRIBUTOS BONS PELO CUSTO.&bdquo;,,,Disponível para Bruxo no nível 51.
Enchantment,Basic,,NEW1_033o,Olho no Céu,Leokk está concedendo +1 de Ataque a este lacaio.,,,,,,,Hunter,,,,,,,,
Minion,Basic,1,EX1_508,Oráculo Escamatroz,TODOS os outros Murlocs têm +1 de Ataque.,Neutral,Common,1,Aura,,1,,,True,Phil Saunders,Murloc,Esses são murlocs espertos. Mas parece que isso não quer dizer muita coisa.,,,Disponível para Bruxo no nível 53.
Minion,Basic,1,CS2_tk1,Ovelha,,Neutral,Common,0,,,1,,,,,Beast,,,,
Spell,Basic,,NEW1_003,Pacto Sacrificial,Destrua um Demônio. Restaure #5 de Vida do seu herói.,,Common,0,,,,Warlock,,True,Jim Nelson,,Esse não é um bom livro para deixar na sua mesa de centro.,,Disponível no nível 8.,Disponível no nível 15.
Spell,Basic,,CS2_004,Palavra de Poder: Escudo,Conceda +2 de Vida a um lacaio.
Compre um card.,Neutral,Free,1,,,,Priest,,True,Jessica Jung,,É claro que proteção extra é legal mas o escudo reduz mesmo a visibilidade.,,Disponível no nível 1.,Disponível no nível 47.
Enchantment,Basic,,CS2_004e,Palavra de Poder: Escudo,+2 de Vida.,,,,,,,Priest,,,,,,,,
Spell,Basic,,CS2_234,Palavra Sombria: Dor,Destrua um lacaio com 3 ou menos de Ataque.,,Free,2,,,,Priest,,True,Raymond Swanland,,É a melhoria de um feitiço lançado por muitos acólitos iniciantes: &bdquo;Palavra Sombria: Pentelhar&bdquo;.,,Disponível no nível 1.,Disponível no nível 36.
Spell,Basic,,EX1_622,Palavra Sombria: Morte,Destrua um lacaio com 5 ou mais de Ataque.,,Common,3,,,,Priest,,True,Raymond Swanland,,&bdquo;Aonde ele foi?&bdquo; &bdquo;Deixa ele pra lá! Me ajuda com esse murloc!&bdquo;,,Disponível no nível 8.,Disponível no nível 43.
Spell,Basic,,CS2_012,Patada,Cause $4 de dano a um inimigo e $1 de dano a todos os outros inimigos.,Neutral,Common,4,,,,Druid,,True,Sean O’Daniels,,Quando um urso se afasta e estende os braços ele está pronto para dar uma patada! ... ou um abraço.,,Disponível no nível 8.,Disponível no nível 47.
Minion,Basic,4,CS2_127,Patriarca Costalva,<b>Provocar</b>,Horde,Common,3,Taunt,,1,,,True,Daren Bader,Beast,Ele gosta de agir como se fosse o chefe mas a matriarca costalva é quem manda de verdade.,,,Disponível para Guerreiro no nível 53.
Enchantment,Basic,,CS2_222o,Poder de Ventobravo,Tem +1/+1.,,,,,,,,,,,,,,,
Spell,Basic,,EX1_244,Poder Totêmico,Conceda +2 de Vida aos seus Totens.,Neutral,Common,0,,,,Shaman,,True,Trent Kaniuga,,Pisar no totem não é mais recomendado.,,Disponível no nível 6.,Disponível no nível 28.
Enchantment,Basic,,EX1_244e,Poder Totêmico,+2 de Vida,,,,,,,Shaman,,,,,,,,
Enchantment,Basic,,CS2_022e,Polimorfia,Este lacaio foi transformado em uma Ovelha 1/1.,Neutral,Common,,Morph,,,Mage,,,,,,,,
Spell,Basic,,CS2_022,Polimorfia,Transforme um lacaio em uma Ovelha 1/1.,Neutral,Free,4,,,,Mage,,True,Vance Kovacs,,Era pra ter uma piadinha aqui mas era uma mééé...,,Disponível no nível 1.,Disponível no nível 47.
Enchantment,Basic,,DS1_070o,Presença do Mestre,+2/+2 e <b>Provocar</b>.,,,,,,,Hunter,,,,,,,,
Minion,Basic,8,CS2_232,Protetor Cascaferro,<b>Provocar</b>,Neutral,Common,8,Taunt,,8,Druid,,True,Dave Allsop,,Eu <i>duvido</i> você atacar Darnassus.,,Disponível no nível 10.,Disponível no nível 49.
Spell,Basic,,CS2_072,Punhalada pelas Costas,Cause $2 de dano a um lacaio sem ferimentos.,Neutral,Free,0,,,,Rogue,,True,Michael Sutfin,,É engraçado como gritar &bdquo;Olha ali!&bdquo; sempre faz o seu oponente se virar.,,Disponível no nível 1.,Disponível no nível 36.
Spell,Basic,,CS1_130,Punição Sagrada,Cause $2 de dano.,Neutral,Free,1,,,,Priest,,True,Steve Ellis,,Não importa se você é devoto ou não. Todos precisam de uma boa punição de vez em quando.,,Disponível no nível 1.,Disponível no nível 23.
Minion,Basic,1,hexfrog,Rã,<b>Provocar</b>,Neutral,Common,0,Taunt,,0,,,,,Beast,,,,
Minion,Basic,2,CS2_172,Raptor Dinossangue,,Horde,Free,2,,,3,,,True,Dan Brereton,Beast,&bdquo;Mate 30 raptores.&bdquo; - Rosarães Guima,,,Disponível para Caçador no nível 57.
Spell,Basic,,DS1_184,Rastreamento,Olhe os três cards do topo do seu deck. Compre um e descarte os outros.,Neutral,Free,1,,,,Hunter,,True,Mauro Cascioli,,Para a pessoa que não consegue decidir que card botar em um deck!,,Disponível no nível 1.,Disponível no nível 15.
Minion,Basic,1,CS2_101t,Recruta do Punho de Prata,,,Free,1,,,1,Paladin,,,,,,,,
Spell,Basic,,EX1_400,Redemoinho,Cause $1 de dano a TODOS os lacaios.,Neutral,Common,1,,,,Warrior,,True,Jonboy Meyers,,Uma maneira de distinguir os guerreiros experientes dos novatos: os novatos gritam &bdquo;urruuuuul&bdquo; enquanto giram no Redemoinho.,,Disponível no nível 6.,Disponível no nível 32.
Hero Power,Basic,,CS2_101,Reforçar,<b>Poder Heroico</b>
Evoque um Recruta do Punho de Prata 1/1.,Neutral,Free,2,,,,Paladin,,,,,,,,
Weapon,Basic,,CS2_112,Retalhador de Arcanita,,Neutral,Common,5,,,5,Warrior,2,True,Stefan Kopinski,,Não... você deveria temer o Retalhador.,,Disponível no nível 10.,Disponível no nível 51.
Hero,Basic,30,HERO_05,Rexxar,,Neutral,Free,,,,,Hunter,,True,,,,,,
Minion,Basic,5,DS1_178,Rinoceronte da Tundra,Suas Feras têm <b>Investida</b>.,Neutral,Common,5,,,2,Hunter,,True,Lars Grant-West,Beast,Os rinocerontes da tundra costumam ser confundidos com kodos. Ou me confundi?,,Disponível no nível 8.,Disponível no nível 43.
Enchantment,Basic,,CS2_011o,Rugido Selvagem,+2 de Ataque neste turno.,,,,OneTurnEffect,,,Druid,,,,,,,,
Spell,Basic,,CS2_011,Rugido Selvagem,Conceda +2 de Ataque aos seus personagens neste turno.,Neutral,Common,3,,,,Druid,,True,Grace Liu,,O que elas rugem? Ninguém sabe ao certo mas parece &bdquo;Xampu de Elefante Vesgo&bdquo;. Só que provavelmente não é isso.,,Disponível no nível 4.,Disponível no nível 43.
Enchantment,Basic,,CS2_046e,Sede de Sangue,+3 de Ataque neste turno.,,,,OneTurnEffect,,,Shaman,,,,,,,,
Spell,Basic,,CS2_046,Sede de Sangue,Conceda +3 de Ataque aos seus lacaios neste turno.,Neutral,Common,5,,,,Shaman,,True,Luca Zontini,,blaarghghLLGHRHARAAHAHHH!!,,Disponível no nível 2.,Disponível no nível 40.
Minion,Basic,4,CS2_226,Senhor da Guerra Lobo do Gelo,<b>Grito de Guerra:</b> Receba +1/+1 para cada outro lacaio aliado no campo de batalha.,Horde,Common,5,Battlecry,,4,,,True,James Ryman,,Os Lobos do Gelo estão lutando contra a Expedição Lançatroz pelo controle do Vale Alterac. Todas as tentativas de um acordo de paz acabaram com o Capitão Galvangar matando o negociador.,,,Disponível para Xamã no nível 53.
