TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,INPLAYTEXT,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Наносит $5 ед. урона герою противника.,Basic,Spell,DS1_233,Взрыв разума,Neutral,Free,2,,,,,Priest,,True,Dave Allsop,Это заклинание бьет прямо по РАЗУМУ.,,,Доступна с 1-го уровня.,Доступна с 15-го уровня.
Наносит $1 ед. урона ВСЕМ существам.,Basic,Spell,EX1_400,Вихрь,Neutral,Common,1,,,,,Warrior,,True,Jonboy Meyers,Лучший способ отличить закаленного в боях воина от новичка: последние всегда радостно вопят пользуясь этой способностью.,,,Доступна с 6-го уровня.,Доступна с 32-го уровня.
Вы кладете в руку копию случайной карты из руки противника.,Basic,Spell,CS2_003,Внутреннее зрение,Neutral,Common,1,,,,,Priest,,True,Michael Komarck,Я вижу тебя насквозь.,,,Доступна с 4-го уровня.,Доступна с 32-го уровня.
<b>Боевой клич:</b> получает +1/+1 за каждое другое ваше существо на поле боя.,Basic,Minion,CS2_226,Вождь Северного Волка,Horde,Common,5,4,4,Battlecry,,,,True,James Ryman,Клан Северного Волка увяз в бесконечной войне со Стражей Грозовой Вершины за Альтеракскую долину. Все попытки мирных переговоров закончились как только капитан Гальвангар убил посланника.,,,,Доступна по достижении 53-го уровня шаманом.
<b>Рывок</b>,Basic,Minion,CS2_173,Воин Синежабрых,Neutral,Common,2,2,1,Charge,,,,True,Jakub Kasper,Ну и что что он мокрый и осклизлый. Он тоже хочет чтобы его кто-нибудь обнял.,,Murloc,,Доступна по достижении 53-го уровня паладином.
Наносит $4 ед. урона всем существам противника.,Basic,Spell,CS2_032,Волна огня,Neutral,Common,7,,,,,Mage,,True,Romain De Santi,Если земля горит под ногами <i>не нужно</i> падать на нее и кататься.,,,Доступна с 10-го уровня.,Доступна с 51-го уровня.
<i>Вы проиграли бросок монетки но приобрели друга.</i>,Basic,Minion,GAME_002,Воплощение монетки,,Free,0,1,1,,,,,,,,,,,
<b>Рывок</b>,Basic,Minion,CS2_124,Всадник на волке,Horde,Free,3,3,1,Charge,,,,True,Dany Orizio,Орки ездят на волках потому что эти животные лучше всего приспосабливаются к суровой окружающей среде а также потому что они милые и пушистые.,,,,Доступна по достижении 59-го уровня воином.
<b>Сила героя</b> Наносит 1 ед. урона.,Basic,Hero Power,CS2_034,Вспышка огня,Neutral,Free,2,,,,,Mage,,,,,,,,
Посмотрите три верхние карты вашей колоды. Возьмите одну карту и сбросьте остальные.,Basic,Spell,DS1_184,Выслеживание,Neutral,Free,1,,,,,Hunter,,True,Mauro Cascioli,Отличное заклинание для тех кто никак не может решить какую карту положить в колоду!,,,Доступна с 1-го уровня.,Доступна с 15-го уровня.
,Basic,Hero,HERO_01,Гаррош Адский Крик,Neutral,Free,,,30,,,Warrior,,True,,,,,,
Другие ваши существа получают +1/+1.,Basic,Minion,CS2_222,Герой Штормграда,Alliance,Common,7,6,6,Aura,,,,True,Doug Alexander,Когда Смертокрыл атаковал столицу этот отважный воин оказался единственным выжившим из отряда. Теперь он жаждет мести.,,,,Доступна по достижении 59-го уровня паладином.
<b>Боевой клич:</b> вы берете карту.,Basic,Minion,CS2_147,Гном-изобретатель,Alliance,Common,4,2,4,Battlecry,,,,True,Court Jones,Она никогда не знает что изобретет в следующий раз но уверена что это будет нечто потрясающее!,,,,Доступна по достижении 57-го уровня жрецом.
<b>Провокация</b>,Basic,Minion,CS2_187,Гоблин-телохранитель,Horde,Common,5,5,4,Taunt,,,,True,Matt Cavotta,Можете нанять его если хотите но он будет служить вам ровно до тех пор пока кто-нибудь не предложит ему за вашу голову высокую цену.,,,,Доступна по достижении 55-го уровня шаманом.
<b>Боевой клич:</b> ваше выбранное существо получает способность <b>«Неистовство ветра»</b>.,Basic,Minion,EX1_587,Говорящий с ветром,Neutral,Common,4,3,3,Battlecry,,Shaman,,True,Vance Kovacs,Нет ничего хуже Говорящего с ветром который забыл почистить зубы.,,,Доступна с 8-го уровня.,Доступна с 45-го уровня.
Каждый раз когда вы призываете зверя на поле боя вы берете карту.,Basic,Minion,CS2_237,Голодный канюк,,Common,5,3,2,,,Hunter,,True,Bernie Kang,Если вы покормите его он убежит с карты.,,Beast,Доступна с 4-го уровня.,Доступна с 47-го уровня.
,Basic,Minion,CS2_201,Гончая Недр,,Common,7,9,5,,,,,True,E.M. Gist,Гончую Недр нельзя приручить – только выдрессировать так чтобы она сожрала ваших противников прежде чем примется за вас.,,Beast,,Доступна по достижении 51-го уровня охотником.
<b>Провокация</b>,Basic,Minion,CS2_125,Гризли-сталемех,Neutral,Common,3,3,3,Taunt,,,,True,Lars Grant-West,«Скелет медведя 1/10»,,Beast,,Доступна по достижении 59-го уровня охотником.
,Basic,Hero,HERO_07,Гул&sbquo;дан,Neutral,Free,,,30,,,Warlock,,True,,,,,,
<b>Боевой клич:</b> наносит 2 ед. урона.,Basic,Minion,CS2_150,Дворф-диверсант,Alliance,Common,5,4,2,Battlecry,,,,True,Kev Walker,Дворфы-диверсанты специализируются на подрывных работах. И никогда не откажутся от ром-бабы.,,,,Доступна по достижении 51-го уровня паладином.
<b>Провокация</b>,Basic,Minion,CS2_065,Демон Бездны,Neutral,Free,1,1,3,Taunt,,Warlock,,True,Alex Horley Orlandelli,Нет он не имеет отношения к популярной группе «Шаг в Бездну».,,Demon,Доступна с 1-го уровня.,Доступна с 36-го уровня.
,Basic,Hero,HERO_08,Джайна Праудмур,Neutral,Free,,,30,,,Mage,,True,,,,,,
+2 к атаке до конца хода.,Basic,Enchantment,CS2_011o,Дикий рев,,,,,,OneTurnEffect,,Druid,,,,,,,,
Ваши персонажи получают +2 к атаке до конца хода.,Basic,Spell,CS2_011,Дикий рев,Neutral,Common,3,,,,,Druid,,True,Grace Liu,О чем они ревут? Никто не знает. Может о далеких краях и прекрасных женщинах. Хотя вряд ли.,,,Доступна с 4-го уровня.,Доступна с 43-го уровня.
Выбранное существо получает способность <b>«Божественный щит»</b>.,Basic,Spell,EX1_371,Длань защиты,Neutral,Free,1,,,,,Paladin,,True,Clint Langley,Это заклинание переименовывали столько раз что даже паладины не пытаются запомнить его текущее название.,,,Доступна с 1-го уровня.,Доступна с 23-го уровня.
<b>Боевой клич:</b> призывает на поле боя механодракончика 2/1.,Basic,Minion,EX1_025,Дракономеханик,Alliance,Common,4,2,4,Battlecry,,,,True,Warren Mahy,Она раздумывает над тем как прикрепить ракетную установку к мистеру Кусаке.,,,,Доступна по достижении 53-го уровня магом.
Ваши существа получают +3 к атаке до конца хода.,Basic,Spell,CS2_046,Жажда крови,Neutral,Common,5,,,,,Shaman,,True,Luca Zontini,Блааааааарглрораогаглоаааа!,,,Доступна со 2-го уровня.,Доступна с 40-го уровня.
+3 к атаке до конца хода.,Basic,Enchantment,CS2_046e,Жажда крови,,,,,,OneTurnEffect,,Shaman,,,,,,,,
Уничтожает демона. Восстанавливает #5 ед. здоровья вашему герою.,Basic,Spell,NEW1_003,Жертвенный договор,,Common,0,,,,,Warlock,,True,Jim Nelson,Вот почему демоны никогда не дружат с чернокнижниками.,,,Доступна с 8-го уровня.,Доступна с 15-го уровня.
<b>Сила героя</b> Вы берете карту и получаете 2 ед. урона.,Basic,Hero Power,CS2_056,Жизнеотвод,Neutral,Free,2,,,,,Warlock,,,,,,,,
<b>Боевой клич:</b> наносит 1 ед. урона ВСЕМ прочим персонажам.,Basic,Minion,CS2_064,Жуткий инфернал,Neutral,Common,6,6,6,Battlecry,,Warlock,,True,Zoltan & Gabor,«ПЕКЛО!» – Джараксус эредарский повелитель Пылающего Легиона.,,Demon,Доступна с 10-го уровня.,Доступна с 23-го уровня.
