SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,ATTACK,HEALTH,PLAYERCLASS,DURABILITY,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Blackrock Mountain,Tir réflexe,,Inflige $3 |4(pointpoints) de dégâts.Vous piochez une carte si votre main est vide.,Common,2,Spell,BRM_013,,,Hunter,,AffectedBySpellPower,,True,Jonboy Meyers,Han a tiré le premier.,,,Obtenue en terminant le défi de la classe chasseur du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe chasseur du mont Rochenoire.
Blackrock Mountain,Toxitron,,Inflige 1 point de dégâts à tous les autres serviteurs au début de votre tour.,Legendary,1,Minion,BRMA14_5,3,3,,,,,,,,Mech,True,,
Blackrock Mountain,Toxitron,,Inflige 1 point de dégâts à tous les autres serviteurs au début de votre tour.,Legendary,1,Minion,BRMA14_5H,4,4,,,,,,,,Mech,True,,
Blackrock Mountain,Tranchetripe l’Indompté,,,,,Hero,BRMA10_1,,30,,,,,,,,,,,
Blackrock Mountain,Tranchetripe l’Indompté,,,,,Hero,BRMA10_1H,,30,,,,,,,,,,,
Blackrock Mountain,Vaelastrasz le Corrompu,,,,,Hero,BRMA11_1H,,30,,,,,,,,,,,
Blackrock Mountain,Vaelastrasz le Corrompu,,,,,Hero,BRMA11_1,,30,,,,,,,,,,,
Blackrock Mountain,Veille solennelle,,Vous piochez 2 cartes. Coûte (1) |4(cristalcristaux) de mana de moins pour chaque serviteur mort pendant ce tour.,Common,5,Spell,BRM_001,,,Paladin,,,,True,Jaime Jones,Je suis le veilleur au rempart. Je suis le feu qui flambe contre le froid la lumière qui rallume l&sbquo;aube le bouclier protecteur des royaumes.,,,Obtenue en terminant le défi de la classe paladin du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe paladin du mont Rochenoire.
Blackrock Mountain,Véritable chef de guerre,,Détruit un serviteur légendaire.,,1,Spell,BRMA09_6,,,,,,,,,,,,,
Blackrock Mountain,Videur sombrefer,,Gagne toujours à la baston.,,6,Minion,BRMA01_3,4,8,,,,,,,,,,,
Basic,ABS,,Vos tours sont plus courts.,,,Enchantment,GAME_004,,,,,,,,,,,,,
Basic,Aiguisé,,+1 ATQ pendant ce tour.,,,Enchantment,CS2_083e,,,Rogue,,OneTurnEffect,,,,,,,,
Basic,Amélioration,,Le chef de raid confère +1 ATQ à ce serviteur.,,,Enchantment,CS2_122e,,,,,,,,,,,,,
Basic,Anduin Wrynn,Neutral,,Free,,Hero,HERO_09,,30,Priest,,,,True,,,,,,
Basic,Appel totémique,Neutral,<b>Pouvoir héroïque</b>Invoque un totem aléatoire.,Free,2,Hero Power,CS2_049,,,Shaman,,,,,,,,,,
Basic,Archère elfe,Horde,<b>Cri de guerre :</b> inflige 1 point de dégâts.,Common,1,Minion,CS2_189,1,1,,,Battlecry,,True,Steve Prescott,N’essayez même pas de l’inviter à sortir elle filerait comme une flèche.,,,,Débloquée au niveau 57 du druide.
Basic,Archimage,Alliance,<b>Dégâts des sorts : +1</b>,Common,6,Minion,CS2_155,4,7,,,Spellpower,,True,Steve Ellis,Pour obtenir le titre d’archimage il suffit de pouvoir détruire tous ceux qui ne seraient pas d’accord.,,,,Débloquée au niveau 57 du mage.
Basic,Arme croque-roc,,Ce personnage a +3 ATQ pendant ce tour.,,,Enchantment,CS2_045e,,,Shaman,,OneTurnEffect,,,,,,,,
Basic,Arme croque-roc,Neutral,Confère à un personnage allié +3 ATQ pendant ce tour.,Free,1,Spell,CS2_045,,,Shaman,,,,True,Alex Horley Orlandelli,Elle ne craint ni roi ni roc !,,,Débloquée au niveau 1.,Débloquée au niveau 36.
Basic,Assassiner,Neutral,Détruit un serviteur adverse.,Free,5,Spell,CS2_076,,,Rogue,,,,True,Glenn Rane,Si vous ne voulez pas être assassiné fuyez dans les Tarides et changez de nom. Bonne chance !,,,Débloquée au niveau 1.,Débloquée au niveau 47.
Basic,Assommer,Neutral,Renvoie un serviteur adverse dans la main de votre adversaire.,Free,2,Spell,EX1_581,,,Rogue,,,,True,Scott Altmann,Les voleurs adorent les films assommants.,,,Débloquée au niveau 1.,Débloquée au niveau 40.
Basic,Attaque mentale,Neutral,Inflige $5 |4(pointpoints) de dégâts au héros adverse.,Free,2,Spell,DS1_233,,,Priest,,,,True,Dave Allsop,Ce sort vous explose littéralement DANS la tête.,,,Débloquée au niveau 1.,Débloquée au niveau 15.
Basic,Attaque pernicieuse,Neutral,Inflige $3 |4(pointpoints) de dégâts au héros adverse.,Free,1,Spell,CS2_075,,,Rogue,,,,True,Frank Cho,Il y a quelque chose de délétère dans cette attaque. De pernicieux même !,,,Débloquée au niveau 1.,Débloquée au niveau 15.
Basic,Attaque sournoise,Neutral,Inflige $2 |4(pointpoints) de dégâts à un serviteur indemne.,Free,0,Spell,CS2_072,,,Rogue,,,,True,Michael Sutfin,Attention derrière toi c’est affreux !,,,Débloquée au niveau 1.,Débloquée au niveau 36.
Basic,Avatar de la pièce,,<i>Vous avez peut-être perdu à pile ou face mais vous avez gagné un ami.</i>,Free,0,Minion,GAME_002,1,1,,,,,,,,,,,
Basic,Balayage,Neutral,Inflige $4 |4(pointpoints) de dégâts à un adversaire et $1 |4(pointpoints) de dégâts à tous les autres adversaires.,Common,4,Spell,CS2_012,,,Druid,,,,True,Sean O’Daniels,Quand un ours se met sur ses pattes arrière et tend celles de devant vous êtes bon pour un balayage ! ... ou un gros câlin.,,,Débloquée au niveau 8.,Débloquée au niveau 47.
Basic,Bannière loup-de-givre,,Caractéristiques augmentées.,,,Enchantment,CS2_226e,,,,,,,,,,,,,
Basic,Bénédiction de puissance,Neutral,+3 ATQ.,,,Enchantment,CS2_087e,,,Paladin,,,,,,,,,,
Basic,Bénédiction de puissance,Neutral,Confère +3 ATQ à un serviteur.,Free,1,Spell,CS2_087,,,Paladin,,,,True,Zoltan Boros,« Sans bénédiction la puissance n’est rien ! » - Toad Mackle récemment béni.,,,Débloquée au niveau 1.,Débloquée au niveau 45.
Basic,Bénédiction des rois,Neutral,Confère à un serviteur +4/+4. <i>(+4 ATQ/+4 PV)</i>,Common,4,Spell,CS2_092,,,Paladin,,,,True,Lucas Graciano,Étant donné le nombre de rois ayant été assassinés vous êtes certain de vouloir leur bénédiction ?,,,Débloquée au niveau 10.,Débloquée au niveau 49.
Basic,Bénédiction des rois,,+4/+4.,,,Enchantment,CS2_092e,,,Paladin,,,,,,,,,,
Basic,Bénédiction du clerc,,+1/+1.,,,Enchantment,EX1_019e,,,Priest,,,,,,,,,,
Basic,Berserker,,L’Attaque de ce serviteur est augmentée.,,,Enchantment,EX1_399e,,,,,,,,,,,,,
Basic,Berserker gurubashi,Neutral,Chaque fois que ce serviteur subit des dégâts il gagne +3 ATQ.,Common,5,Minion,EX1_399,2,7,,,,,True,Alex Horley Orlandelli,Les meilleures défenses c’est l’attaque.,,,,Débloquée au niveau 57 du démoniste.
Basic,Boule de feu,Neutral,Inflige $6 |4(pointpoints) de dégâts.,Free,4,Spell,CS2_029,,,Mage,,,,True,Ralph Horsley,Ce sort est utile pour faire brûler des choses. Si vous cherchez un sort pour griller ou juste réchauffer vous n’êtes pas au bon endroit.,,,Débloquée au niveau 1.,Débloquée au niveau 44.
Basic,Busard affamé,,Vous piochez une carte chaque fois que vous invoquez une bête.,Common,5,Minion,CS2_237,3,2,Hunter,,,,True,Bernie Kang,Si vous le nourrissez il perdra toute son <i>identité</i>.,Beast,,Débloquée au niveau 4.,Débloquée au niveau 47.
Basic,Champion de Hurlevent,Alliance,Vos autres serviteursont +1/+1.,Common,7,Minion,CS2_222,6,6,,,Aura,,True,Doug Alexander,Quand Aile de mort a attaqué la capitale ce soldat a été le seul membre de son escouade à avoir survécu. Depuis il est devenu amer...,,,,Débloquée au niveau 59 du paladin.
Basic,Championne en vrai-argent,Neutral,Chaque fois que votre héros attaque lui rend 2 PV.,Common,4,Weapon,CS2_097,4,,Paladin,2,,,True,Ryan Sook,Elle fend elle tranche elle coupe vraiment tout même la parole ! (Mais ce n’est pas poli.),,,Débloquée au niveau 2.,Débloquée au niveau 40.
Basic,Chance de la pièce,,Passer en second augmente vos points de vie.,,,Enchantment,GAME_001,,,,,,,,,,,,,
Basic,Changeforme,Neutral,<b>Pouvoir héroïque</b>+1 ATQ pendant ce tour.+1 Armure.,Free,2,Hero Power,CS2_017,,,Druid,,,,,,,,,,
Basic,Charge,,+2 ATQ et <b>Charge</b>.,,,Enchantment,CS2_103e2,,,Warrior,,,,,,,,,,
Basic,Charge,,Le rhino de la toundra confère <b>Charge</b>.,,,Enchantment,DS1_178e,,,Hunter,,,,,,,,,,
Basic,Charge,Neutral,Confère +2 ATQ et <b>Charge</b> à un serviteur allié.,Free,3,Spell,CS2_103,,,Warrior,,,,True,Alex Horley Orlandelli,« Soyez pas vache attendez-moi ! »,,,Débloquée au niveau 1.,Débloquée au niveau 23.
Basic,Charge,,Ce serviteur a <b>Charge</b>.,,,Enchantment,EX1_084e,,,Warrior,,,,,,,,,,
Basic,Chasse-marée murloc,Neutral,<b>Cri de guerre :</b> invoque un éclaireur murloc 1/1.,Common,2,Minion,EX1_506,2,1,,,Battlecry,,True,Dan Scott,« La mort monte avec la marée ! »,Murloc,,,Débloquée au niveau 53 du voleur.
Basic,Chasseuse de Tranchebauge,Horde,<b>Cri de guerre :</b> invoque un sanglier 1/1.,Common,3,Minion,CS2_196,2,3,,,Battlecry,,True,Clint Langley,Quelqu’un a nargué Longues-défenses une fois. PAS DEUX.,,,,Débloquée au niveau 55 du chasseur.
Basic,Châtiment sacré,Neutral,Inflige $2 |4(pointpoints) de dégâts.,Free,1,Spell,CS1_130,,,Priest,,,,True,Steve Ellis,Peu importe votre dévotion. Recevoir un châtiment de temps à autre ne peut pas faire de mal...,,,Débloquée au niveau 1.,Débloquée au niveau 23.
Basic,Chef de guerre loup-de-givre,Horde,<b>Cri de guerre :</b> gagne +1/+1 pour chaque autre serviteur allié sur le champ de bataille.,Common,5,Minion,CS2_226,4,4,,,Battlecry,,True,James Ryman,Les Loups-de-givre affrontent les Foudrepiques pour le contrôle de la vallée d’Alterac. Le capitaine Galvangar a étouffé dans l’œuf toutes les tentatives de pourparlers de paix en tuant le médiateur.,,,,Débloquée au niveau 53 du chaman.
Basic,Chef de raid,,Vos autres serviteurs ont +1 ATQ.,Free,3,Minion,CS2_122,2,2,,,Aura,,True,Phill Gonzales,Moins 50 DKP !,,,,Débloquée au niveau 57 du guerrier.
Basic,Chevalier de Hurlevent,Alliance,<b>Charge</b>,Common,4,Minion,CS2_131,2,5,,,Charge,,True,Ladronn,Il est encore un peu gêné pour « l’incident » avec Aile de mort.,,,,Débloquée au niveau 55 du paladin.
Basic,Chevaucheur de loup,Horde,<b>Charge</b>,Free,3,Minion,CS2_124,3,1,,,Charge,,True,Dany Orizio,Les chevaucheurs préfèrent monter des loups parce qu’ils sont extrêmement bien adaptés aux environnements rigoureux mais aussi parce qu’ils ont le poil doux et brillant.,,,,Débloquée au niveau 59 du guerrier.
Basic,Chien du Magma,,,Common,7,Minion,CS2_201,9,5,,,,,True,E.M. Gist,Un chien du Magma ça ne se dompte pas on peut juste lui apprendre à dévorer quelqu’un d’autre que nous.,Beast,,,Débloquée au niveau 51 du chasseur.
Basic,Choc de flammes,Neutral,Inflige $4 |4(pointpoints) de dégâts à tous les serviteurs adverses.,Common,7,Spell,CS2_032,,,Mage,,,,True,Romain De Santi,Il suffira d’une étincelle d’un rien d’un geste pour... allumer le feu !,,,Débloquée au niveau 10.,Débloquée au niveau 51.
Basic,Clerc de Comté-du-Nord,,Vous piochez une carte chaque fois qu’un serviteur est soigné.,Free,1,Minion,CS2_235,1,3,Priest,,HealTarget,,True,Terese Nielsen,Elle aide les faibles et les opprimés... et vend des biscuits.,,,Débloquée au niveau 1.,Débloquée au niveau 40.
Basic,Clerc du Soleil brisé,Neutral,<b>Cri de guerre :</b> confère +1/+1 à un serviteur allié.,Common,3,Minion,EX1_019,3,2,,,Battlecry,,True,Doug Alexander,Elle a toujours sur elle une flasque de boisson énergétique du Puits de soleil !,,,,Débloquée au niveau 53 du prêtre.
Basic,Commando foudrepique,Alliance,<b>Cri de guerre :</b> inflige 2 points de dégâts.,Common,5,Minion,CS2_150,4,2,,,Battlecry,,True,Kev Walker,Les commandos foudrepiques sont des experts en démolition. Mais aussi du barbecue en toute saison.,,,,Débloquée au niveau 51 du paladin.
Basic,Compagnon animal,,Invoque un compagnon animal aléatoire.,Common,3,Spell,NEW1_031,,,Hunter,,,,True,Wei Wang,Vous pourriez invoquer Misha Leokk ou Souffleur ! Enfin Souffleur n’en vaut pas vraiment la peine.,,,Débloquée au niveau 2.,Débloquée au niveau 45.
Basic,Connexion,Neutral,<b>Pouvoir héroïque</b>Subit 2 points de dégâts. Vous piochez une carte.,Free,2,Hero Power,CS2_056,,,Warlock,,,,,,,,,,
Basic,Consécration,Neutral,Inflige $2 |4(pointpoints) de dégâts à tous les adversaires.,Common,4,Spell,CS2_093,,,Paladin,,,,True,Vance Kovacs,La politique de la terre brûlée ça sent un peu le cramé.,,,Débloquée au niveau 4.,Débloquée au niveau 43.
Basic,Contrôle mental,Neutral,Prend le contrôle d’un serviteur adverse.,Common,10,Spell,CS1_113,,,Priest,,,,True,Sean O’Daniels,Sort nominé dans la catégorie « Comment faire perdre le contrôle à un adversaire ».,,,Débloquée au niveau 10.,Débloquée au niveau 49.
Basic,Contrôle mental,Neutral,Ce serviteur a changé de propriétaire.,Common,,Enchantment,CS1_113e,,,Priest,,,,,,,,,,
Basic,Corruption,,Au début du tour du joueur utilisant Corruption détruit ce serviteur.,,,Enchantment,CS2_063e,,,Warlock,,,,,,,,,,
Basic,Corruption,Neutral,Choisissez un serviteur adverse. Au début de votre tour il est détruit.,Common,1,Spell,CS2_063,,,Warlock,,,,True,Wayne Reynolds,On commence par voler un stylo au travail et avant même de le savoir BOUM ! On est corrompu !,,,Débloquée au niveau 2.,Débloquée au niveau 32.
Basic,Crocilisque des rivières,,,Free,2,Minion,CS2_120,2,3,,,,,True,Daren Bader,Edward « le Gaucher » Smith a essayé de se tailler des bottes dans un crocilisque des rivières une fois. C’est depuis ce jour-là qu’il a ce surnom...,Beast,,,Débloquée au niveau 55 du druide.
Basic,Croissance sauvage,Neutral,Confère un cristal de mana vide.,Free,2,Spell,CS2_013,,,Druid,,,,True,James Ryman,Faites pousser vos propres cristaux de mana avec ce set de croissance au prix défiant toute concurrence de 3999 pièces d’or !,,,Débloquée au niveau 1.,Débloquée au niveau 23.
Basic,Disparition,,Renvoie tous les serviteurs dans la main de leur propriétaire.,Common,6,Spell,NEW1_004,,,Rogue,,,,True,Sean O’Daniels,,,,Débloquée au niveau 8.,Débloquée au niveau 23.
Basic,Docteur vaudou,Horde,<b>Cri de guerre :</b> rend 2 points de vie.,Free,1,Minion,EX1_011,2,1,,,Battlecry,,True,Karl Richardson,Le vaudou est un art souvent incompris. Mais c’est un <i>art</i>.,,,,Débloquée au niveau 55 du voleur.
Basic,Drain de vie,Neutral,Inflige $2 |4(pointpoints) de dégâts. Rend #2 |4(pointpoints) de vie à votre héros.,Free,3,Spell,CS2_061,,,Warlock,,,,True,Alex Horley Orlandelli,« Tu ne le sais pas encore mais tu es déjà mort ! »,,,Débloquée au niveau 1.,Débloquée au niveau 45.
Basic,Éclair de givre,Neutral,Inflige $3 |4(pointpoints) de dégâts à un personnage et le <b>gèle</b>.,Common,2,Spell,CS2_024,,,Mage,,Freeze,,True,Steve Ellis,D’habitude quand on joue cette carte on crie « Un gros cube un petit cube c’est l’heure du frigi-cube ! ».,,,Débloquée au niveau 2.,Débloquée au niveau 40.
Basic,Éclaireur murloc,Neutral,,Common,0,Minion,EX1_506a,1,1,,,,,,,,Murloc,,,
Basic,Éclat lunaire,Neutral,Inflige $1 |4(pointpoints) de dégâts.,Common,0,Spell,CS2_008,,,Druid,,,,True,Richard Wright,« Lancez Éclat lunaire sans discontinuer. » - Comment devenir druide chapitre 5 paragraphe 3,,,Débloquée au niveau 6.,Débloquée au niveau 40.
Basic,Écumeur murloc,Alliance,,Free,1,Minion,CS2_168,2,1,,,,,True,Dan Scott,Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl !!,Murloc,,,Débloquée au niveau 51 du prêtre.
Basic,Élémentaire d’eau,Neutral,<b>Gèle</b> tout personnage blessé par ce serviteur.,Common,4,Minion,CS2_033,3,6,Mage,,Freeze,,True,John Avon,Avec l’élémentaire d’eau tout baigne !,,,Débloquée au niveau 8.,Débloquée au niveau 49.
Basic,Élémentaire de feu,Neutral,<b>Cri de guerre :</b> inflige 3 points de dégâts.,Common,6,Minion,CS2_042,6,5,Shaman,,Battlecry,,True,Ralph Horsley,Nettoyage à sec conseillé !,,,Débloquée au niveau 10.,Débloquée au niveau 49.
Basic,Enchaînement,Neutral,Inflige $2 |4(pointpoints) de dégâts à deux serviteurs adverses aléatoires.,Common,2,Spell,CS2_114,,,Warrior,,,,True,Phroilan Gardner,Ou comment faire d’une pierre deux coups !,,,Débloquée au niveau 2.,Débloquée au niveau 40.
Basic,Enragé du magma,,,Free,3,Minion,CS2_118,5,1,,,,,True,Matt Gaser,Il se croit puissant mais de nos jours quasiment tout le monde peut soloter le Cœur du Magma.,,,,Débloquée au niveau 51 du chaman.
Basic,Esprit divin,,Double les points de vie d’un serviteur.,Common,2,Spell,CS2_236,,,Priest,,,,True,Jim Pavelec,Règle deux : la double dose !,,,Débloquée au niveau 2.,Débloquée au niveau 28.
Basic,Esprit divin,,Les points de vie de ce serviteur sont doublés.,,,Enchantment,CS2_236e,,,Priest,,,,,,,,,,
Basic,Éventail de couteaux,Neutral,Inflige $1 |4(pointpoints) de dégâts à tous les serviteurs adverses. Vous piochez une carte.,Common,3,Spell,EX1_129,,,Rogue,,,,True,Andrew Robinson,Je ne dirais pas que j’ai des tonnes de couteaux mais plutôt un éventail bien fourni.,,,Débloquée au niveau 4.,Débloquée au niveau 29.
Basic,Excès de mana,,Vous piochez une carte. <i>(Vous ne pouvez avoir que 10 cristaux de mana en réserve.)</i>,,0,Spell,CS2_013t,,,Druid,,,,,,,,,,
Basic,Exécution,Neutral,Détruit un serviteur adverse blessé.,Free,1,Spell,CS2_108,,,Warrior,,,,True,Dany Orizio,Vous ordonnez il s’exécute.,,,Débloquée au niveau 1.,Débloquée au niveau 47.
Basic,Explosion de feu,Neutral,<b>Pouvoir héroïque</b>Inflige 1 point de dégâts.,Free,2,Hero Power,CS2_034,,,Mage,,,,,,,,,,
Basic,Explosion des Arcanes,Neutral,Inflige $1 |4(pointpoints) de dégâts à tous les serviteurs adverses.,Free,2,Spell,CS2_025,,,Mage,,,,True,Howard Lyon,Ce sort est bien meilleur qu’Implosion des Arcanes.,,,Débloquée au niveau 1.,Débloquée au niveau 28.
Basic,Faucheuse en arcanite,Neutral,,Common,5,Weapon,CS2_112,5,,Warrior,2,,,True,Stefan Kopinski,Oh attention chérie ça va couper !,,,Débloquée au niveau 10.,Débloquée au niveau 51.
Basic,Feu de l’âme,Neutral,Inflige $4 |4(pointpoints) de dégâts. Vous défausse d’une carte aléatoire.,Common,1,Spell,EX1_308,,,Warlock,,,,True,Raymond Swanland,Est-ce que vous mettez le feu à une âme ? Ou bien vous brûlez quelqu’un avec votre âme ? Il y a une différence !,,,Débloquée au niveau 6.,Débloquée au niveau 28.
Basic,Feu stellaire,Neutral,Inflige $5 |4(pointpoints) de dégâts.Vous piochez une carte.,Common,6,Spell,EX1_173,,,Druid,,,,True,Alex Horley Orlandelli,L’équilibre est extrêmement important pour les druides. Et cette carte est parfaitement équilibrée.,,,Débloquée au niveau 2.,Débloquée au niveau 45.
Basic,Flammes infernales,Neutral,Inflige $3 |4(pointpoints) de dégâts à TOUS les personnages.,Free,4,Spell,CS2_062,,,Warlock,,,,True,Chippy,C’est à cause de ce genre de sorts que les démonistes ont du mal à lier des relations durables.,,,Débloquée au niveau 1.,Débloquée au niveau 49.
Basic,Flèches multiples,Neutral,Inflige $3 |4(pointpoints) de dégâts à deux serviteurs adverses aléatoires.,Free,4,Spell,DS1_183,,,Hunter,,,,True,Benjamin Zhang,Suivez les flèches.,,,Débloquée au niveau 1.,Débloquée au niveau 36.
Basic,Frappe héroïque,Neutral,Confère +4 ATQ à votre héros pendant ce tour.,Free,2,Spell,CS2_105,,,Warrior,,,,True,Jonboy Meyers,Je veux que tu me frappes aussi <i>fort</i> que tu peux.,,,Débloquée au niveau 1.,Débloquée au niveau 15.
Basic,Frappe héroïque,,+4 ATQ pendant ce tour.,,,Enchantment,CS2_105e,,,Warrior,,OneTurnEffect,,,,,,,,
Basic,Furie des vents,Neutral,Confère <b>Furie des vents</b> à un serviteur.,Free,2,Spell,CS2_039,,,Shaman,,,,True,Justin Sweet,Attaaaaaque furie des vents de l’enfer !,,,Débloquée au niveau 1.,Débloquée au niveau 23.
Basic,Furie sanguinaire,,+3 ATQ pendant ce tour.,,,Enchantment,CS2_046e,,,Shaman,,OneTurnEffect,,,,,,,,
Basic,Furie sanguinaire,Neutral,Confère +3 ATQ à vos serviteurs pendant ce tour.,Common,5,Spell,CS2_046,,,Shaman,,,,True,Luca Zontini,BlaarghghLLGHRHARAAHAHHH !!!,,,Débloquée au niveau 2.,Débloquée au niveau 40.
Basic,Fusilier de Forgefer,Alliance,<b>Cri de guerre :</b> inflige 1 point de dégâts.,Common,3,Minion,CS2_141,2,2,,,Battlecry,,True,Tooth,« Armez visez souriez ! »,,,,Débloquée au niveau 55 du mage.
Basic,Gain d’armure !,Neutral,<b>Pouvoir héroïque</b>Confère 2 points d’armure.,Free,2,Hero Power,CS2_102,,,Warrior,,,,,,,,,,
Basic,Garde de Baie-du-Butin,Horde,<b>Provocation</b>,Common,5,Minion,CS2_187,5,4,,,Taunt,,True,Matt Cavotta,Il travaillera pour vous… jusqu’à ce qu’on lui fasse une meilleure offre.,,,,Débloquée au niveau 55 du chaman.
Basic,Gardien des rois,Neutral,<b>Cri de guerre :</b> rend 6 points de vie à votre héros.,Common,7,Minion,CS2_088,5,6,Paladin,,Battlecry,,True,E.M. Gist,Les êtres sacrés de l’au-delà font tellement cliché !,,,Débloquée au niveau 8.,Débloquée au niveau 47.
Basic,Garrosh Hurlenfer,Neutral,,Free,,Hero,HERO_01,,30,Warrior,,,,True,,,,,,
Basic,Géomancien kobold,Horde,<b>Dégâts des sorts : +1</b>,Common,2,Minion,CS2_142,2,2,,,Spellpower,,True,Gabor Szikszai,Autrefois les kobolds étaient des marchands qui vendaient les meilleures bougies au monde. Mais ça c’était avant...,,,,Débloquée au niveau 59 du démoniste.
